chinese,math,english,total,school,ifpass
97,148,116,44,481,0
133,140,85,192,602,0
77,62,124,97,600,0
94,47,53,131,464,0
130,147,146,253,425,0
71,79,116,31,650,0
120,101,44,272,396,0
86,71,44,170,313,0
144,99,82,223,371,0
88,89,82,170,690,0
108,129,110,276,645,0
83,87,100,273,597,0
65,111,114,294,550,1
69,42,41,256,375,1
115,55,100,73,333,1
65,143,72,183,567,0
123,52,103,77,328,1
62,68,94,98,583,0
98,52,98,214,582,0
140,33,117,138,613,0
144,42,91,197,392,0
85,129,121,48,564,0
146,149,128,37,342,0
101,130,126,108,524,0
108,92,40,133,570,0
110,52,81,196,626,0
104,39,133,245,532,0
100,43,105,198,572,0
63,136,80,284,358,0
96,32,100,63,518,0
112,94,134,58,352,1
95,128,79,250,685,0
129,84,105,131,685,0
73,37,142,212,504,0
91,123,147,137,505,0
109,83,143,144,449,1
145,104,139,191,367,0
96,41,130,33,653,0
127,48,55,127,519,0
138,72,123,158,588,0
138,140,117,93,312,0
96,108,81,141,395,1
124,63,80,238,303,0
89,78,43,140,536,0
126,127,102,180,619,0
147,134,124,67,545,0
105,102,107,270,642,0
60,122,101,188,618,0
102,100,64,44,604,0
132,98,62,131,356,0
84,63,66,103,390,0
69,62,135,203,497,0
134,78,141,237,351,0
63,121,133,299,624,0
95,58,72,234,696,0
77,108,97,194,310,0
125,71,96,63,514,0
69,57,64,230,360,0
74,144,131,224,585,0
131,110,124,96,665,0
100,55,70,155,423,0
124,82,96,135,484,0
123,93,70,223,576,0
80,49,110,122,533,0
127,85,133,54,565,0
126,104,115,172,340,0
123,53,145,39,531,0
92,150,79,187,517,0
96,115,141,66,590,0
102,96,100,249,401,0
116,39,147,198,460,1
115,44,59,104,627,0
143,31,133,218,464,0
108,108,133,279,579,1
112,96,41,266,489,1
142,125,54,187,498,1
145,100,122,60,440,0
143,39,59,129,667,0
64,73,112,86,470,0
99,131,113,218,532,1
67,130,129,103,411,1
133,94,102,128,487,0
61,90,75,170,443,0
95,102,146,192,499,1
135,69,90,190,497,0
111,49,147,31,661,0
69,71,131,268,643,0
72,89,82,234,485,0
90,45,95,38,567,0
82,104,145,124,516,0
64,42,80,99,409,0
99,123,109,274,421,0
127,72,119,261,439,0
104,33,65,237,650,0
78,55,108,158,537,0
128,134,146,135,646,0
103,33,120,34,383,0
79,36,140,219,574,0
63,34,123,271,488,1
73,90,87,178,425,1
63,115,109,193,310,0
116,41,88,279,594,0
77,142,116,30,612,0
76,119,96,39,547,0
64,113,148,34,382,0
92,85,150,290,665,0
74,44,73,192,403,0
149,137,88,47,404,1
134,106,133,151,410,0
142,82,134,227,367,0
71,113,50,163,691,0
139,36,63,141,444,0
148,127,144,57,355,0
90,46,114,111,453,0
114,98,101,198,519,0
60,147,92,127,327,0
113,52,52,161,680,0
60,74,111,107,654,0
111,30,110,81,411,0
99,51,58,116,523,0
75,93,140,273,673,0
105,83,146,237,319,0
91,34,144,90,469,0
135,94,102,71,423,0
95,77,86,31,503,0
91,148,110,291,446,0
109,34,81,222,467,0
77,123,68,150,324,0
75,43,129,48,443,0
137,87,127,273,483,0
101,45,73,82,545,0
142,63,46,241,457,1
74,73,46,91,648,0
137,149,99,134,383,0
77,107,67,137,665,0
123,78,45,272,503,1
95,52,85,179,574,0
126,82,101,290,671,0
91,110,125,100,380,1
60,114,87,239,584,0
78,114,117,213,414,0
101,94,58,161,573,0
77,71,139,53,643,0
136,78,89,164,301,0
130,106,76,232,597,0
77,55,55,56,537,0
67,122,88,288,680,0
111,135,80,94,455,0
119,78,138,236,585,0
95,84,148,130,543,0
117,133,93,269,559,0
110,114,87,139,446,1
91,124,111,109,557,0
72,40,59,275,594,0
135,150,78,156,698,0
102,35,98,58,434,0
105,96,132,202,686,0
127,87,127,200,384,0
126,96,67,125,453,0
102,133,127,67,457,0
103,122,133,277,475,0
71,120,130,108,437,0
109,64,45,149,665,0
99,109,104,229,697,0
60,140,80,188,338,0
133,134,66,90,566,0
120,66,110,133,545,0
67,137,82,192,500,0
149,150,64,60,450,0
150,45,89,56,477,0
142,67,125,211,576,0
144,39,107,177,522,0
135,124,103,258,645,0
93,142,114,293,314,0
65,103,122,228,612,0
141,55,68,37,355,0
109,30,87,126,506,0
93,123,108,234,602,0
78,61,51,102,482,0
82,53,78,114,699,0
122,56,129,251,665,0
126,122,96,144,690,0
107,43,103,72,474,0
94,92,97,269,358,0
147,123,61,197,545,0
76,82,47,77,451,0
96,109,122,281,537,0
150,121,133,79,663,0
92,33,93,192,671,0
70,84,129,155,381,0
118,138,143,289,613,0
90,139,148,194,573,0
133,113,53,77,634,0
129,92,55,133,626,0
119,69,130,80,686,0
128,50,128,134,662,0
66,135,117,244,458,0
80,126,86,178,674,0
102,102,49,138,492,0
137,91,138,289,589,0
150,109,103,226,341,0
86,30,122,134,530,0
101,74,46,118,433,0
95,72,64,84,379,0
86,84,53,190,533,0
128,123,70,239,430,0
60,146,89,259,531,1
136,54,54,251,623,0
134,100,48,137,537,0
71,76,48,278,411,0
71,30,80,155,494,0
126,61,134,295,553,0
80,93,91,274,695,0
63,126,116,275,363,0
104,105,132,82,583,0
94,141,150,47,580,0
83,48,81,127,504,0
135,39,94,142,317,0
69,131,141,105,519,0
65,98,94,205,405,0
90,46,146,297,457,0
123,115,127,45,693,0
117,122,123,155,687,0
139,89,61,273,436,0
64,55,74,58,393,0
131,150,42,224,600,0
133,132,92,262,697,0
79,122,135,97,645,0
89,120,112,84,460,0
82,47,87,257,699,0
91,150,115,254,555,0
111,35,40,244,329,0
140,118,113,86,437,1
92,131,47,127,354,1
102,79,65,240,578,0
74,101,50,80,698,0
142,135,121,150,523,1
90,69,117,93,561,0
138,74,124,232,549,1
80,71,137,171,357,0
101,59,55,238,510,0
136,70,103,264,305,0
80,144,109,300,596,1
65,30,121,192,523,0
135,131,149,137,543,1
111,39,135,73,534,0
109,146,119,118,697,0
63,54,63,150,445,0
140,59,147,49,602,0
143,84,66,169,449,1
116,143,96,165,369,0
131,97,132,299,328,0
145,143,53,62,405,0
93,79,127,178,688,0
138,95,120,260,568,1
120,147,66,299,307,0
81,47,117,51,381,0
70,78,69,259,671,0
71,147,96,145,306,0
143,53,150,203,399,0
68,141,101,259,388,0
116,106,138,266,323,0
108,98,67,133,542,0
71,34,66,154,488,0
70,77,87,124,341,1
91,54,55,231,470,0
81,84,147,94,605,0
88,144,134,242,327,0
140,136,140,93,601,0
131,78,139,288,615,1
67,96,61,87,654,0
94,100,146,200,324,0
65,64,93,154,566,0
79,80,94,286,530,1
147,30,108,286,542,1
64,32,63,157,308,1
134,132,110,211,599,0
143,143,47,69,359,1
101,124,142,223,586,1
74,97,105,208,606,0
99,43,51,234,646,0
125,98,132,274,394,0
79,100,112,217,466,1
94,122,84,136,326,0
112,88,51,108,350,1
78,110,71,80,501,0
66,78,44,95,312,0
83,95,87,138,623,0
91,119,122,48,388,0
63,47,52,231,350,1
73,89,116,61,384,0
130,35,101,259,602,0
118,116,59,128,659,0
107,86,130,117,607,0
75,90,145,156,331,0
128,115,50,31,690,0
150,51,106,67,589,0
90,102,107,198,333,0
109,96,69,103,548,0
90,79,137,297,364,0
126,51,102,44,668,0
146,52,127,78,576,0
122,147,119,198,400,0
77,97,125,74,644,0
107,108,109,159,592,0
65,120,45,115,362,0
141,118,95,256,488,0
104,63,51,170,649,0
93,131,95,94,402,1
114,95,120,186,684,0
144,94,69,198,599,0
121,74,46,289,364,0
141,84,73,164,363,0
83,68,136,39,340,0
101,129,57,241,438,0
128,71,144,267,634,0
84,143,41,189,437,1
145,119,143,141,302,0
86,116,135,79,510,0
70,72,92,136,336,1
144,112,48,251,528,1
131,91,82,213,650,0
137,40,82,102,338,1
81,85,121,133,674,0
97,102,96,64,569,0
107,46,150,201,635,0
126,71,84,245,442,0
73,125,64,140,528,0
147,94,128,271,607,1
148,123,116,76,485,0
100,78,67,142,567,0
80,42,75,159,569,0
121,103,133,97,583,0
104,107,54,228,356,0
120,53,80,264,308,0
104,118,62,187,688,0
103,100,126,34,664,0
67,135,75,204,529,0
121,38,83,182,406,1
127,51,46,244,363,0
138,148,127,244,311,0
91,60,106,283,645,0
75,134,124,89,475,0
94,111,129,240,396,0
149,39,106,102,494,0
143,83,135,63,374,0
141,81,96,252,566,1
98,102,56,82,364,0
64,30,75,295,377,0
60,69,101,274,313,0
88,52,43,90,368,0
98,71,95,131,432,0
81,44,49,280,457,0
135,74,74,177,380,0
74,98,115,251,308,0
133,127,111,90,572,0
80,121,99,89,633,0
70,40,141,189,616,0
134,132,148,205,647,0
72,60,115,273,691,0
100,76,106,98,345,1
83,38,144,251,533,0
108,91,81,129,313,0
115,72,85,98,587,0
112,44,95,198,583,0
65,76,49,31,624,0
121,132,82,263,318,0
81,102,122,44,447,0
91,42,57,287,633,0
71,105,84,218,494,0
94,70,49,30,341,0
148,85,134,88,387,0
80,140,113,65,376,1
148,32,99,134,597,0
106,40,133,116,329,0
146,62,112,184,616,0
127,146,91,190,311,0
74,118,86,182,412,1
110,87,76,253,453,0
93,96,146,172,665,0
99,72,125,203,670,0
134,61,109,107,465,0
125,51,125,126,605,0
61,54,60,266,555,0
75,110,119,47,330,1
112,92,104,176,398,0
141,135,126,263,553,0
94,71,103,292,520,1
99,99,101,103,387,1
115,56,66,129,663,0
99,57,132,292,655,0
103,143,147,34,540,0
88,78,65,287,325,0
138,90,97,104,378,0
108,107,85,85,361,1
106,71,59,62,584,0
129,147,53,237,636,0
140,133,48,181,547,0
102,125,111,288,402,0
65,60,137,286,616,0
140,75,107,228,588,0
77,39,45,261,329,0
138,42,143,68,365,1
101,53,43,74,657,0
110,114,103,145,398,0
91,39,132,155,551,0
112,119,95,292,529,0
105,39,61,256,370,0
125,47,85,282,697,0
99,134,66,111,321,0
62,46,72,60,309,0
87,66,91,192,666,0
81,53,116,297,639,0
139,114,97,117,339,0
72,67,106,112,448,0
94,45,128,136,479,0
88,102,93,248,384,0
72,100,85,288,325,0
104,40,109,113,502,0
60,128,92,139,392,1
129,100,48,198,536,0
132,91,44,163,307,0
131,141,137,293,654,1
72,129,99,104,651,0
88,53,131,93,349,1
142,59,66,65,425,0
149,71,121,291,699,0
123,92,71,134,556,0
79,73,81,228,481,0
60,66,138,69,654,0
95,111,80,91,695,0
108,149,146,269,333,0
125,57,113,143,473,0
111,106,61,167,352,0
98,149,135,69,537,0
99,98,125,129,586,0
113,45,70,210,628,0
143,114,111,285,606,1
120,40,140,182,327,0
132,143,146,74,314,0
139,118,91,143,638,0
105,124,41,245,662,0
84,94,94,144,594,0
127,148,80,86,570,0
140,114,41,156,598,0
113,114,72,239,568,0
67,36,103,91,667,0
108,86,93,300,526,0
86,32,46,204,487,0
119,109,45,104,449,0
118,49,85,75,492,0
121,46,133,165,427,1
104,113,75,127,358,0
81,135,44,50,623,0
87,137,74,51,550,0
117,64,102,245,484,1
100,136,144,133,395,0
90,59,83,217,636,0
116,73,138,30,340,1
68,73,145,36,430,0
118,61,83,283,569,0
142,105,135,175,569,0
81,149,132,185,682,0
97,43,104,78,441,0
82,88,97,169,461,0
131,44,105,40,696,0
124,104,74,32,336,0
145,75,59,71,483,0
82,42,118,230,528,0
146,108,44,300,662,0
63,60,56,89,353,0
79,125,82,57,651,0
112,78,61,38,517,0
82,125,75,232,635,0
122,148,119,144,624,0
64,61,135,250,569,0
130,55,112,95,491,0
128,135,67,94,502,0
129,136,40,50,494,0
128,65,146,225,305,0
81,149,123,133,433,0
80,102,134,77,340,0
131,145,106,252,306,0
101,64,48,54,616,0
92,138,136,38,550,0
96,46,52,178,535,0
79,69,114,165,574,0
148,145,58,126,568,0
62,37,122,104,388,0
99,144,110,117,637,0
91,114,131,106,655,0
64,112,93,30,451,0
146,78,110,80,475,0
70,39,127,60,498,0
140,150,122,277,312,0
144,44,80,173,419,1
149,55,119,216,356,0
133,64,67,53,439,0
109,93,57,179,677,0
118,83,84,252,674,0
113,70,54,248,452,1
145,100,91,120,684,0
145,128,132,198,689,0
92,66,146,275,514,0
105,104,120,56,528,0
118,42,50,199,597,0
143,88,73,84,571,0
131,127,71,164,591,0
98,111,150,89,613,0
119,99,64,72,693,0
136,41,96,180,636,0
142,81,50,58,586,0
90,122,143,275,699,0
91,125,113,156,469,1
134,63,83,222,551,0
87,89,53,125,430,0
129,38,135,298,481,0
75,65,92,60,615,0
94,87,56,145,495,0
127,51,94,221,403,0
121,84,144,51,574,0
79,33,40,58,443,0
115,39,102,42,491,0
81,82,116,70,572,0
150,100,65,153,592,0
122,141,101,137,497,1
129,36,94,292,405,0
123,142,89,138,651,0
135,84,94,44,368,0
75,104,112,186,627,0
66,83,77,246,404,0
121,140,134,272,636,1
127,99,56,66,655,0
102,44,58,283,394,0
124,117,131,260,300,0
75,113,66,63,517,0
140,70,91,70,685,0
108,67,131,103,685,0
109,53,117,257,492,1
130,61,92,140,483,0
114,134,145,153,489,0
61,115,113,39,454,0
128,70,143,102,568,0
148,105,90,296,698,0
99,45,148,113,502,0
97,128,44,60,673,0
116,49,148,129,457,0
61,90,108,128,550,0
146,133,107,260,473,0
119,90,47,49,334,0
131,30,148,298,502,0
84,145,86,164,667,0
60,128,137,167,519,0
84,90,126,283,619,0
99,118,106,137,437,1
65,78,134,179,610,0
74,47,132,246,700,0
87,96,67,253,463,1
69,137,137,137,667,0
82,138,109,73,392,1
102,87,126,129,641,0
65,130,85,154,442,0
140,75,91,83,466,0
123,116,110,103,431,1
132,101,123,236,593,0
133,120,42,181,305,0
104,141,115,188,512,1
121,54,121,36,597,0
67,90,104,287,575,0
90,110,145,59,577,0
98,40,73,57,351,0
80,142,112,297,599,1
118,89,109,119,560,0
111,97,56,209,495,0
65,107,104,185,530,0
126,106,149,73,433,1
137,52,144,131,594,0
83,105,130,179,666,0
137,140,132,228,369,0
110,63,52,161,658,0
112,143,140,168,602,0
111,117,100,83,336,0
123,54,132,107,300,0
96,96,111,263,425,0
90,58,82,171,637,0
147,48,64,30,411,0
145,93,43,179,353,0
84,65,66,159,334,1
129,125,125,250,567,0
91,137,105,133,667,0
92,98,132,144,614,0
71,33,52,113,478,0
142,50,96,279,399,0
100,137,82,250,496,0
69,74,45,141,479,0
64,42,130,277,410,0
65,45,66,204,530,0
68,89,67,205,657,0
129,65,44,79,385,0
124,78,135,263,511,0
68,90,139,125,579,0
63,126,53,143,485,0
104,150,104,110,545,0
77,125,140,170,314,0
94,71,133,165,605,0
111,36,150,165,304,0
135,44,90,201,355,0
148,87,81,242,585,0
80,65,57,78,538,0
105,119,131,207,320,0
106,123,143,254,598,1
90,112,106,34,582,0
89,39,70,173,388,0
116,80,68,297,393,0
149,100,117,33,602,0
119,62,90,102,666,0
64,99,99,200,532,0
83,50,106,36,500,0
107,47,133,140,452,0
91,64,120,244,641,0
62,46,110,163,433,0
143,54,97,231,460,0
85,128,102,258,486,0
136,71,90,215,437,0
73,42,86,297,444,0
119,33,79,111,667,0
69,121,142,255,619,0
133,65,92,194,679,0
87,99,119,270,338,0
69,111,97,73,320,1
133,101,60,46,619,0
134,144,130,34,404,1
108,144,74,142,376,0
93,51,141,161,401,1
133,38,99,226,566,0
125,76,135,267,301,0
129,137,101,179,568,0
74,68,108,186,455,0
117,47,47,195,336,0
142,116,116,191,662,0
139,92,125,81,345,0
72,147,47,190,588,0
96,132,92,172,679,0
77,31,63,276,344,0
121,44,48,129,614,0
114,85,93,126,359,0
66,129,83,146,695,0
112,75,66,61,352,0
96,50,113,270,586,0
79,112,59,196,437,1
123,113,63,117,543,0
86,61,53,142,408,0
99,142,112,133,316,0
109,111,89,54,487,0
102,121,61,44,356,0
68,41,123,40,647,0
145,76,128,249,681,0
122,62,113,232,477,0
122,133,98,294,606,1
67,50,144,177,534,0
69,40,98,276,623,0
99,44,101,294,415,0
95,89,52,135,386,0
135,50,94,224,520,0
130,69,54,265,460,0
67,88,148,292,602,0
79,138,79,132,611,0
106,93,79,157,646,0
138,69,62,58,360,0
149,124,131,225,598,1
89,112,81,85,672,0
143,101,124,254,514,0
109,62,93,51,586,0
71,148,145,113,439,1
127,139,94,292,494,0
68,114,117,100,306,0
91,145,148,221,308,0
114,82,111,268,338,0
70,101,147,66,694,0
114,137,73,198,314,0
98,117,75,263,536,1
118,97,80,216,424,0
61,142,115,89,664,0
133,58,127,41,586,0
70,37,127,251,404,0
113,150,58,129,550,0
122,120,73,285,337,0
124,122,124,238,479,0
73,63,107,69,454,0
63,109,60,225,593,0
97,54,141,133,536,0
136,102,127,107,425,1
122,65,108,173,615,0
83,107,87,300,639,0
94,105,146,58,693,0
123,75,91,85,331,1
133,96,89,48,374,0
108,130,128,95,305,0
126,39,104,140,694,0
98,41,40,264,686,0
64,93,60,293,676,0
82,106,99,296,306,0
102,34,108,187,424,1
146,121,65,260,663,0
109,76,147,62,379,1
81,119,69,194,368,0
73,65,126,174,646,0
98,83,72,261,326,0
145,129,111,178,603,0
75,67,63,137,420,0
135,58,118,220,396,0
127,46,147,240,575,0
82,99,76,177,536,0
78,54,90,155,587,0
145,149,86,120,595,0
73,121,83,270,470,0
88,86,56,89,304,1
112,54,114,56,369,0
134,39,122,51,586,0
64,140,53,107,592,0
81,71,75,197,344,0
126,51,120,285,413,0
87,78,55,284,508,0
81,33,80,204,562,0
106,80,60,226,511,0
143,145,147,150,618,0
129,140,61,191,371,0
63,43,62,269,674,0
129,97,81,57,557,0
75,123,128,293,663,0
86,105,122,226,303,0
77,106,109,94,588,0
112,89,132,131,383,0
126,115,80,71,524,0
80,79,59,203,368,0
62,33,138,260,564,0
95,146,48,276,536,1
95,78,92,237,673,0
137,38,78,37,561,0
69,97,65,255,490,0
104,33,141,180,642,0
131,80,122,241,450,0
124,132,142,125,440,0
73,150,47,206,536,0
71,97,141,55,324,1
101,118,133,238,353,0
63,34,119,179,479,0
68,139,65,125,661,0
140,150,59,218,689,0
131,54,135,62,330,0
110,53,45,285,446,1
75,136,48,161,486,0
122,105,51,86,650,0
137,45,124,110,587,0
112,88,94,187,484,0
77,124,55,82,524,0
87,36,68,122,545,0
128,90,76,211,428,0
85,114,65,254,421,0
129,52,76,58,513,0
86,58,101,74,313,1
123,107,142,138,553,0
66,33,109,203,542,0
108,113,146,42,447,0
77,34,139,46,477,0
106,82,144,202,354,0
75,48,144,153,582,0
117,127,126,73,486,0
109,141,84,263,395,0
134,119,88,53,596,0
122,140,73,100,619,0
63,121,109,55,307,1
145,82,106,136,592,0
134,97,97,54,490,0
94,76,93,298,590,0
147,77,119,253,385,0
150,73,101,189,349,0
87,60,139,273,374,0
90,123,41,225,442,1
99,57,128,263,455,0
120,112,101,78,359,0
86,107,76,69,331,1
70,70,129,282,559,0
99,37,60,82,552,0
126,97,143,226,700,0
132,34,75,70,451,0
145,77,104,46,373,0
127,102,113,66,531,0
134,144,50,250,494,0
104,64,118,101,310,0
76,87,96,31,526,0
104,36,70,225,536,0
115,80,85,283,531,1
86,143,43,185,551,0
134,58,94,161,643,0
62,45,144,229,535,0
77,65,76,151,605,0
99,129,136,265,542,0
106,119,69,157,498,0
143,91,65,235,651,0
136,71,41,300,522,1
66,127,42,165,346,0
106,121,59,206,501,0
150,64,146,103,571,0
137,118,123,94,569,0
150,120,48,148,436,1
116,134,79,300,370,0
95,90,75,262,594,0
139,84,41,97,551,0
134,147,62,274,562,0
75,126,43,158,663,0
72,150,95,62,665,0
60,75,110,117,366,0
123,35,135,280,541,1
85,106,74,291,442,0
122,119,83,269,318,0
126,134,114,205,328,0
135,112,148,185,614,0
100,115,66,271,324,0
133,120,98,223,385,0
142,33,97,215,686,0
110,117,109,147,537,0
82,97,140,277,561,1
76,68,135,167,700,0
77,136,42,157,543,0
78,106,133,256,533,1
70,148,89,50,555,0
61,67,60,150,656,0
94,122,91,293,320,0
92,113,79,255,641,0
140,58,85,129,326,0
149,88,86,37,427,0
96,101,132,268,582,1
66,82,133,300,368,0
62,62,97,217,553,0
131,61,114,225,641,0
98,113,106,225,589,0
84,52,73,207,697,0
147,50,143,62,402,0
79,49,135,73,615,0
147,100,125,178,541,1
75,128,138,136,592,0
133,85,81,36,592,0
88,39,148,265,650,0
134,62,120,88,390,1
126,75,72,44,686,0
138,71,68,296,511,0
66,115,58,161,506,0
131,32,80,147,544,0
81,133,104,37,650,0
79,59,72,256,548,0
75,117,88,73,325,1
100,112,94,165,439,1
106,72,96,53,604,0
84,38,60,299,521,0
93,93,109,240,325,0
118,76,128,273,561,1
98,136,57,118,495,0
133,66,66,206,650,0
63,104,103,83,436,0
105,98,144,75,671,0
65,127,53,256,379,0
107,35,84,117,601,0
139,117,71,37,631,0
86,67,122,214,426,0
118,35,149,217,363,0
143,114,127,89,642,0
95,84,108,92,421,0
145,96,56,162,625,0
69,57,83,72,348,0
112,106,44,55,433,0
88,71,97,45,460,0
62,113,150,39,597,0
96,45,70,249,686,0
84,65,85,218,367,0
103,82,127,191,544,0
74,77,108,285,404,0
106,78,121,79,408,0
103,124,120,240,592,0
63,76,97,248,617,0
83,71,56,155,389,0
122,98,110,300,435,0
71,75,102,113,403,0
100,143,53,72,389,0
127,94,83,57,362,0
114,45,66,94,566,0
127,38,89,64,635,0
62,105,73,274,469,1
92,53,76,295,692,0
77,121,84,300,536,1
100,103,145,132,586,0
67,118,87,172,454,0
130,56,132,216,382,0
126,50,121,254,370,0
123,43,52,52,497,0
92,51,83,46,555,0
147,84,41,238,311,0
74,131,125,100,305,0
72,51,59,215,321,0
102,33,77,137,422,0
118,112,70,237,594,0
89,115,120,148,581,0
73,46,101,238,487,0
127,127,126,149,615,0
79,112,148,83,694,0
115,34,57,87,673,0
122,122,142,171,577,0
117,49,128,134,586,0
143,64,61,198,625,0
144,58,69,214,633,0
74,49,89,206,514,0
66,59,72,120,663,0
62,117,90,104,468,0
71,71,132,55,506,0
92,111,59,148,689,0
98,124,59,210,399,0
118,68,44,47,499,0
100,74,76,71,391,0
109,75,135,107,604,0
123,59,90,300,567,1
109,72,144,216,669,0
68,100,49,238,658,0
82,104,66,279,453,0
126,62,149,31,571,0
140,139,129,107,347,0
116,83,97,233,500,1
105,135,101,120,366,0
146,33,87,48,594,0
150,46,87,124,411,0
115,98,108,35,664,0
76,135,129,142,390,0
84,134,69,253,420,0
85,30,115,284,610,0
77,82,85,212,695,0
69,76,149,84,601,0
123,59,109,244,361,0
125,134,79,104,464,0
143,58,60,83,680,0
67,119,126,121,644,0
73,150,40,64,676,0
92,117,84,166,556,0
111,55,72,277,307,0
144,142,110,298,406,0
109,99,101,246,419,0
68,122,122,118,484,0
93,146,146,196,337,0
78,140,143,239,581,1
61,124,40,255,553,0
90,64,51,114,309,1
136,42,142,238,300,0
97,130,59,188,448,1
108,36,77,239,377,0
147,125,99,209,362,0
117,52,60,265,469,1
148,79,89,156,389,0
62,87,123,162,323,0
92,94,109,154,521,0
85,150,114,146,493,1
98,30,46,42,439,0
108,144,98,202,469,0
82,58,67,202,347,0
69,145,52,181,553,0
140,116,111,179,685,0
106,99,81,110,418,0
82,95,44,65,432,0
113,82,91,76,576,0
117,83,134,224,474,0
96,58,78,293,464,0
70,137,110,222,414,0
68,77,147,200,667,0
142,135,77,142,530,0
94,106,107,194,643,0
132,143,101,282,430,0
80,125,42,195,305,0
71,122,79,266,410,0
92,31,127,53,395,0
136,62,45,159,551,0
68,37,88,260,410,1
138,64,86,60,357,0
72,117,43,200,637,0
140,103,81,248,520,0
136,139,125,216,472,0
128,79,86,82,383,0
108,43,48,268,551,0
134,74,142,96,410,1
105,144,123,85,362,0
144,71,96,173,625,0
93,42,109,55,430,0
147,150,122,198,413,0
86,42,90,211,525,0
87,135,148,93,573,0
88,101,118,107,373,1
95,137,150,178,360,0
99,118,75,280,581,0
123,57,69,240,406,0
142,99,131,278,303,0
137,38,138,206,370,0
71,38,96,233,413,1
113,38,111,197,685,0
72,47,139,94,529,0
106,126,59,230,446,0
91,95,135,93,562,0
105,60,104,185,429,1
132,35,114,101,682,0
69,58,141,142,679,0
79,72,97,194,623,0
108,51,68,159,613,0
149,113,116,241,610,1
71,90,104,203,467,1
124,117,99,133,397,0
82,102,136,59,406,0
142,100,57,91,661,0
62,45,129,174,590,0
89,124,149,38,381,1
127,52,120,208,672,0
91,34,135,259,552,0
111,58,64,108,416,0
136,85,130,112,638,0
103,103,105,59,382,0
71,40,136,252,419,0
131,111,71,289,672,0
112,32,135,137,328,0
130,128,77,195,367,0
74,113,62,35,497,0
145,92,60,272,337,0
83,62,72,42,575,0
69,80,68,253,402,0
133,50,117,142,693,0
79,94,93,167,670,0
99,49,63,243,490,0
86,91,43,163,593,0
108,132,141,175,677,0
84,55,119,49,337,0
147,96,108,133,622,0
119,40,141,151,536,0
130,54,66,117,346,1
104,136,121,187,486,0
83,107,79,98,667,0
123,91,110,56,648,0
78,80,139,141,302,0
112,54,127,80,641,0
79,57,114,257,699,0
83,100,97,90,617,0
79,31,48,61,587,0
63,121,142,102,509,0
72,51,145,84,374,0
148,90,74,41,624,0
139,120,104,299,686,0
84,91,113,260,652,0
89,111,109,38,462,0
128,142,98,215,547,1
131,72,121,138,440,1
87,120,95,183,405,0
77,122,118,206,660,0
94,120,41,154,607,0
60,96,72,283,687,0
128,76,99,282,350,0
68,75,102,73,592,0
123,41,55,281,365,0
119,129,74,237,580,0
73,98,118,232,358,0
86,131,149,89,695,0
145,84,109,133,681,0
60,66,126,67,331,0
106,131,58,74,640,0
125,31,143,202,588,0
84,46,106,135,658,0
98,51,49,106,431,0
108,53,143,139,595,0
69,44,142,48,658,0
143,51,52,272,571,0
115,78,83,244,453,0
116,37,62,268,458,1
89,41,123,182,554,0
100,82,73,227,523,0
71,88,104,193,629,0
81,44,81,32,329,0
76,95,94,48,456,0
112,145,142,288,609,0
93,145,99,158,606,0
83,53,87,163,583,0
61,89,128,67,506,0
70,92,128,104,509,0
138,142,126,280,450,0
145,84,70,231,418,0
85,144,138,98,571,0
114,145,69,67,367,1
141,141,78,201,403,0
148,86,90,185,340,0
67,71,103,226,556,0
81,74,73,87,579,0
108,72,44,256,449,1
138,52,96,159,557,0
117,137,80,70,496,0
135,90,124,234,408,0
118,147,81,180,464,0
112,117,71,199,579,0
84,63,118,259,593,0
124,133,99,223,471,0
145,120,40,135,421,1
61,112,71,208,501,0
71,133,145,71,466,0
68,56,59,291,656,0
114,148,64,186,571,0
147,30,81,299,683,0
120,97,149,124,316,0
76,51,77,295,592,0
131,132,78,209,393,0
72,95,42,195,548,0
107,85,59,37,508,0
78,100,98,178,687,0
149,123,127,265,564,0
121,77,84,165,555,0
109,31,135,152,448,0
84,70,45,195,650,0
68,52,45,56,543,0
96,140,84,87,625,0
143,73,131,54,367,1
66,91,76,261,517,0
137,53,88,253,419,0
109,34,97,181,483,0
76,33,134,87,354,0
91,46,94,197,435,0
115,101,70,147,639,0
94,120,134,245,492,0
85,38,129,44,321,0
147,71,102,133,507,0
63,80,51,266,363,0
65,135,150,193,502,1
97,43,65,75,632,0
78,127,127,233,447,0
77,104,125,115,479,0
66,106,74,154,697,0
101,76,50,56,476,0
81,56,74,50,540,0
90,70,132,105,567,0
130,123,134,198,587,0
150,68,115,193,360,0
61,124,138,222,573,0
144,121,143,284,596,0
74,129,144,94,436,1
102,149,40,212,410,0
113,45,138,153,328,0
112,111,58,91,428,0
92,102,104,268,464,0
108,83,143,171,690,0
99,100,147,34,317,0
72,38,80,71,626,0
85,91,84,149,508,0
131,128,77,195,324,0
69,61,124,133,356,1
101,146,72,229,534,1
133,122,81,129,537,0
108,143,138,291,543,0
65,76,103,271,436,0
131,85,68,282,522,1
104,139,111,56,584,0
91,108,43,300,533,1
70,110,73,122,536,0
72,120,103,88,471,0
63,69,58,156,345,1
96,109,102,200,532,0
88,108,141,294,477,0
111,31,50,40,438,0
100,44,141,188,367,0
