chinese,math,english,total,school,ifpass
108,122,147,138,600,0
95,30,102,132,396,0
124,127,123,175,335,0
129,85,56,159,544,0
141,76,56,117,537,0
100,82,49,56,404,0
63,97,71,78,699,0
112,105,91,241,637,0
122,56,43,125,673,0
62,140,75,224,493,1
146,105,77,232,542,1
149,43,49,35,685,0
60,78,124,171,604,0
86,140,125,50,583,0
135,63,94,135,403,1
135,45,116,113,691,0
99,83,121,89,416,0
148,47,73,182,440,1
143,100,85,162,489,1
97,130,55,72,326,1
90,104,75,275,365,0
118,85,126,259,318,0
144,60,76,280,610,0
93,136,138,135,556,0
123,121,68,126,587,0
119,65,65,297,432,0
75,85,144,124,478,0
93,95,80,164,481,0
92,58,40,88,483,0
72,131,87,294,401,0
143,39,84,180,617,0
96,142,100,263,453,0
67,88,148,267,346,0
62,110,136,155,564,0
89,42,111,52,700,0
122,58,116,179,622,0
80,141,68,269,674,0
128,126,73,205,628,0
119,41,85,201,670,0
120,117,143,43,580,0
75,112,49,248,453,1
82,124,88,109,590,0
123,129,139,130,537,0
112,112,83,293,425,0
61,58,100,279,302,0
139,77,118,293,678,0
76,116,93,130,534,0
148,48,142,189,403,0
73,147,69,161,381,0
136,143,104,147,519,1
81,127,113,91,483,0
130,129,93,177,347,0
87,49,90,149,567,0
102,65,148,99,694,0
150,149,132,206,649,0
97,121,120,100,607,0
136,30,81,80,596,0
66,76,131,227,609,0
113,94,138,115,627,0
67,137,49,287,668,0
97,102,41,234,672,0
124,112,138,151,568,0
90,64,65,186,570,0
137,123,65,232,599,0
83,38,148,172,595,0
101,36,129,235,678,0
86,121,94,216,621,0
72,35,75,295,620,0
70,145,65,82,664,0
123,56,81,268,486,1
139,139,56,197,503,1
111,46,48,276,622,0
118,83,110,216,588,0
85,46,144,80,335,1
119,32,40,73,603,0
139,62,65,276,413,0
75,126,101,98,491,0
124,117,51,290,572,1
115,87,47,182,650,0
136,98,119,64,695,0
75,129,146,30,310,0
130,105,64,205,437,0
122,97,40,114,325,1
131,35,90,259,601,0
75,76,142,235,378,0
115,76,71,259,514,1
150,120,70,97,349,0
78,95,135,119,604,0
83,91,59,51,505,0
145,144,144,66,403,0
118,61,89,247,399,0
128,135,87,120,442,1
87,63,109,241,429,0
133,148,59,68,670,0
103,136,114,83,392,1
110,104,90,63,458,0
141,107,53,89,582,0
81,98,131,230,523,1
148,112,82,265,497,0
141,121,60,210,344,0
110,33,89,268,349,0
150,43,65,281,540,0
67,71,125,266,544,0
139,85,44,228,468,1
114,113,146,51,578,0
139,102,126,135,464,1
140,144,83,264,422,0
115,74,115,216,426,0
70,41,51,187,395,0
72,87,78,256,525,0
67,64,66,161,623,0
117,41,76,103,557,0
147,102,102,237,558,1
140,130,102,71,377,0
71,37,92,158,583,0
117,44,138,228,504,1
125,31,110,203,613,0
102,126,59,120,650,0
72,85,149,54,600,0
137,43,136,129,310,0
119,120,63,235,393,0
128,90,112,108,383,0
120,72,116,71,375,1
130,123,97,30,622,0
85,145,122,267,609,1
120,77,139,262,380,0
148,49,69,212,461,1
109,97,132,246,317,0
60,59,130,290,541,0
90,90,147,143,376,0
148,112,47,132,383,0
63,116,75,90,342,1
136,42,105,133,519,0
115,30,135,268,420,0
78,120,98,74,620,0
98,119,109,165,426,0
146,120,92,257,574,1
126,73,132,66,443,0
90,34,59,260,385,0
116,84,95,99,616,0
109,73,122,116,398,1
126,56,69,276,579,0
117,148,150,121,309,0
101,49,63,261,522,0
81,61,42,72,693,0
73,145,47,198,646,0
136,143,111,290,599,0
82,75,79,121,492,0
145,55,69,32,431,0
110,75,139,247,455,0
96,35,141,146,334,0
70,60,57,191,364,1
101,81,46,189,653,0
125,89,44,167,394,1
129,126,95,158,628,0
139,59,68,166,397,1
95,50,132,258,584,0
63,136,90,258,306,0
91,69,115,196,693,0
135,75,97,170,360,0
65,105,62,41,354,0
69,149,100,173,460,1
150,31,129,136,398,1
94,30,48,176,699,0
135,88,88,117,374,0
136,101,131,97,486,0
106,80,128,78,550,0
139,57,100,141,608,0
81,148,89,52,452,0
82,117,118,70,406,0
116,65,107,110,303,0
73,102,139,200,423,0
68,95,120,74,628,0
62,104,80,54,372,0
100,141,125,292,582,0
69,114,136,273,347,0
106,44,104,66,642,0
64,108,113,211,516,0
143,46,47,257,515,0
131,135,137,242,665,0
137,150,109,240,386,0
128,102,114,98,390,0
115,99,131,280,652,0
143,124,56,140,509,0
119,138,134,186,537,1
77,148,119,257,607,0
137,41,76,300,686,0
142,79,138,263,641,0
121,87,79,220,486,1
99,142,63,253,339,0
116,78,64,200,686,0
123,74,103,236,680,0
110,99,85,241,342,0
95,123,50,85,474,0
146,140,107,141,563,0
108,150,132,53,562,0
87,91,64,91,376,0
75,124,97,232,506,1
139,117,50,84,507,0
85,110,88,94,444,0
124,117,105,282,656,0
95,87,76,234,502,0
84,104,73,101,585,0
138,94,99,185,560,0
150,124,120,142,479,0
64,57,116,137,363,1
108,104,73,299,513,0
148,89,53,285,617,0
109,150,124,191,668,0
66,57,141,289,319,0
142,117,117,81,350,0
103,101,70,217,493,0
86,118,81,277,645,0
77,93,115,174,384,0
92,121,55,226,454,1
72,74,95,110,498,0
147,46,124,30,589,0
102,97,67,84,326,1
68,89,146,175,324,0
82,114,150,248,445,0
70,63,44,267,356,0
119,53,72,245,566,0
133,132,111,220,674,0
87,95,53,201,486,0
134,49,90,68,690,0
144,136,58,174,314,0
144,114,70,44,484,0
96,141,45,89,354,1
135,142,102,217,332,0
143,148,70,138,407,0
91,104,115,97,690,0
146,81,149,186,475,0
79,74,99,176,504,0
121,132,75,64,630,0
146,76,128,251,630,0
106,87,47,186,463,0
102,47,127,213,560,0
134,35,149,128,431,1
126,150,46,175,607,0
142,71,96,169,420,0
150,33,73,98,549,0
61,121,106,72,543,0
106,42,145,291,476,0
132,125,53,244,394,0
118,123,75,136,443,1
75,132,138,114,400,0
105,147,97,149,588,0
82,38,128,162,644,0
131,38,69,179,308,0
120,31,79,106,388,0
130,57,110,250,686,0
89,107,108,35,491,0
115,73,48,60,313,0
135,62,137,197,485,1
75,53,136,284,614,0
144,55,55,164,547,0
64,147,94,37,596,0
103,112,147,165,412,0
111,141,86,80,353,0
86,111,79,271,516,1
125,36,47,86,464,0
119,146,148,111,355,0
113,102,41,101,475,0
74,74,66,106,565,0
103,122,101,144,561,0
125,84,76,230,385,0
144,131,62,122,358,0
103,52,120,136,537,0
97,59,117,103,573,0
140,54,75,143,496,0
87,125,81,227,326,0
90,56,140,37,544,0
103,86,78,43,402,0
104,72,118,188,374,0
111,126,146,39,683,0
69,95,89,168,490,0
147,37,58,48,514,0
77,107,44,115,300,1
65,123,65,85,590,0
126,59,124,65,399,0
85,123,145,240,355,0
66,94,63,296,587,0
131,86,144,137,303,0
132,145,103,208,532,0
143,108,61,50,424,0
121,126,132,65,462,0
97,67,75,91,680,0
112,92,140,86,377,0
96,96,74,270,563,0
146,43,49,70,606,0
78,53,119,144,446,0
118,116,99,209,655,0
118,131,119,74,340,0
84,41,112,194,448,0
101,116,119,83,479,0
78,32,128,238,473,1
120,137,70,256,661,0
67,108,71,97,336,1
143,85,118,106,302,0
126,94,148,283,417,0
101,74,97,102,318,0
90,49,147,32,371,0
134,86,43,85,502,0
90,147,74,213,497,1
83,140,119,89,347,0
144,62,117,293,532,0
124,59,116,196,594,0
101,87,121,247,596,0
82,81,93,271,314,0
95,75,69,274,426,0
126,91,146,69,505,0
107,58,68,85,405,0
82,36,143,134,409,0
105,58,111,300,549,1
150,83,98,67,430,0
130,141,46,239,585,0
138,67,147,155,493,1
85,47,119,191,546,0
101,122,115,63,369,1
139,80,53,124,381,1
73,96,129,281,537,1
141,94,103,140,630,0
131,67,40,293,520,1
112,145,76,95,611,0
123,137,58,299,332,0
108,104,61,88,585,0
137,93,146,248,335,0
147,47,105,45,550,0
67,134,76,156,514,0
86,144,135,94,344,0
127,74,131,259,343,0
96,143,70,174,314,0
150,43,149,219,447,0
143,145,139,46,587,0
143,41,110,78,648,0
117,88,44,259,657,0
71,128,125,132,640,0
105,81,146,133,638,0
79,120,110,165,559,0
103,57,106,229,377,0
64,67,115,106,396,0
85,94,110,147,480,0
116,123,42,99,430,0
131,133,137,35,583,0
73,61,54,160,646,0
137,80,85,146,633,0
125,94,142,158,533,0
60,70,61,149,487,0
93,64,69,125,320,1
132,50,72,281,687,0
68,133,56,282,582,0
128,111,69,214,671,0
115,148,84,110,550,0
77,38,81,255,308,0
138,133,81,250,604,0
107,51,126,108,419,0
145,51,69,243,387,0
69,56,46,172,437,0
67,75,58,116,527,0
85,120,108,160,430,1
61,44,111,226,312,0
80,37,43,245,396,1
104,63,81,247,514,0
90,141,106,196,595,0
90,137,129,77,391,1
147,85,134,165,324,0
63,106,140,79,658,0
90,116,64,286,501,0
114,62,150,76,544,0
124,69,40,105,512,0
109,55,99,128,318,0
102,70,71,38,479,0
127,112,56,31,673,0
69,150,72,182,354,0
73,139,143,39,655,0
143,65,67,36,577,0
76,43,134,114,584,0
63,82,84,201,317,0
150,134,54,72,444,0
96,133,148,33,523,0
144,127,147,134,378,0
131,108,116,61,562,0
111,30,103,176,524,0
130,66,126,137,538,0
144,51,75,224,490,1
65,113,98,258,490,1
131,81,148,241,656,0
97,133,86,102,615,0
88,98,46,200,673,0
118,49,104,73,329,1
85,81,103,185,646,0
107,138,93,216,525,1
65,107,84,86,346,0
127,64,94,125,568,0
62,85,91,76,627,0
137,123,101,247,603,1
83,142,104,56,514,0
101,140,59,103,672,0
143,128,105,51,456,0
97,147,72,36,457,0
117,131,103,133,676,0
150,74,44,98,513,0
99,100,99,261,539,1
124,53,108,226,320,0
88,140,80,243,357,0
97,66,96,192,539,0
112,94,63,152,533,0
134,102,69,158,652,0
101,65,89,116,445,0
133,84,45,44,632,0
102,92,98,124,589,0
76,82,139,282,578,1
133,116,149,90,482,1
101,146,71,249,305,0
108,53,79,220,589,0
83,85,109,147,449,0
95,86,100,228,368,0
75,145,69,146,398,1
120,38,60,232,627,0
76,57,84,291,466,1
131,87,75,118,618,0
78,61,150,151,333,0
80,106,119,62,684,0
61,62,60,240,621,0
102,146,71,115,330,0
81,149,101,43,591,0
139,51,129,235,629,0
122,79,51,112,466,0
70,101,144,269,593,0
70,57,76,120,526,0
83,106,119,93,478,0
71,91,95,117,559,0
96,68,115,31,511,0
145,102,97,247,417,0
75,42,78,158,664,0
133,50,87,198,664,0
144,40,64,115,499,0
140,127,56,71,629,0
107,69,50,76,554,0
108,149,84,98,520,0
86,86,91,37,459,0
65,147,71,124,602,0
149,73,86,33,577,0
74,116,84,143,351,0
139,89,50,272,536,1
143,88,77,48,320,1
102,82,100,97,461,0
63,107,85,292,513,1
106,115,148,256,306,0
111,36,103,128,643,0
150,145,116,281,536,0
122,31,53,272,323,0
102,112,134,34,443,0
136,83,108,235,461,0
69,32,47,276,499,0
115,54,74,144,533,0
61,122,42,116,407,0
137,110,58,294,590,1
70,43,99,258,327,0
148,89,111,290,420,0
84,57,129,99,416,0
88,127,141,67,519,0
122,150,97,114,575,0
142,106,91,64,436,0
145,34,99,219,522,0
148,36,64,72,557,0
130,32,107,62,663,0
89,132,123,97,466,0
113,48,40,240,373,0
61,148,63,224,425,0
116,89,95,113,634,0
133,110,133,170,535,1
79,103,135,171,462,1
128,74,48,166,657,0
104,47,109,154,391,1
111,133,80,193,369,0
100,89,120,285,599,0
111,107,58,175,328,0
71,56,51,299,683,0
118,111,85,299,579,1
74,114,43,38,648,0
99,134,53,184,679,0
62,82,51,155,571,0
94,67,99,112,625,0
60,33,44,293,314,0
94,65,56,89,537,0
125,89,117,234,688,0
150,83,85,244,608,0
63,121,65,98,437,0
101,98,111,97,406,1
103,64,84,197,571,0
60,59,109,163,384,1
143,137,57,268,441,0
63,73,98,70,443,0
108,99,64,295,457,0
63,78,116,122,421,0
63,147,94,258,522,1
68,108,114,148,595,0
65,67,60,163,400,0
118,97,46,49,451,0
95,64,54,139,304,1
66,146,49,109,666,0
110,98,43,67,511,0
112,127,149,186,667,0
125,131,122,282,603,0
100,61,140,84,418,0
124,129,89,238,358,0
79,108,100,72,576,0
123,82,43,218,599,0
117,58,140,258,475,0
120,110,127,296,604,1
99,126,132,243,408,0
70,119,104,157,558,0
97,110,135,98,560,0
140,111,147,90,329,0
122,145,81,50,622,0
119,136,96,41,564,0
102,48,43,220,547,0
101,63,71,191,497,0
74,134,107,201,568,0
117,94,111,68,655,0
146,59,60,276,314,0
64,90,73,85,582,0
142,67,83,216,617,0
119,136,135,108,514,0
102,36,78,126,412,0
80,101,135,158,677,0
69,36,144,199,493,0
121,105,81,241,629,0
123,67,105,128,498,0
86,83,46,287,678,0
120,90,139,156,377,0
97,128,136,209,696,0
150,123,62,99,480,0
62,71,50,91,404,0
93,51,122,278,457,0
75,136,70,212,603,0
68,81,52,296,393,0
146,140,126,90,411,0
85,145,51,223,649,0
68,118,105,30,495,0
127,47,109,221,657,0
126,32,77,100,346,0
97,57,125,124,603,0
64,70,122,278,547,0
65,30,115,229,329,0
118,97,128,197,556,0
142,96,82,241,443,0
72,76,148,140,515,0
98,123,71,199,662,0
96,55,140,35,350,0
148,99,66,235,635,0
73,63,74,271,411,0
110,77,52,102,593,0
82,113,76,280,443,0
140,132,61,133,677,0
88,76,45,108,678,0
88,139,74,99,531,0
79,86,107,202,358,0
93,89,115,112,338,0
66,47,104,256,423,0
115,123,50,157,450,0
139,60,118,36,462,0
84,62,142,113,343,0
81,129,60,46,518,0
97,54,63,31,594,0
75,145,70,233,563,0
133,89,80,183,661,0
102,64,102,263,585,0
144,147,49,143,593,0
96,117,123,255,418,0
149,83,116,135,642,0
117,105,62,68,533,0
83,107,90,274,555,0
71,86,85,298,499,1
89,125,107,267,666,0
73,72,65,260,653,0
120,30,117,278,611,0
107,41,45,125,499,0
107,108,88,69,562,0
112,119,63,42,535,0
111,141,57,105,379,1
79,136,62,55,369,0
143,97,71,197,411,0
109,77,64,87,328,1
114,120,54,224,591,0
109,30,116,272,411,0
84,87,89,255,568,0
92,39,41,111,512,0
145,60,76,282,551,1
84,31,102,281,699,0
60,74,83,291,350,0
100,124,99,272,599,0
85,88,119,102,327,0
143,62,74,267,360,0
109,86,75,98,614,0
83,95,86,137,354,1
81,83,116,233,592,0
133,106,110,253,393,0
114,123,64,208,449,0
64,50,74,43,402,0
81,74,75,45,677,0
111,134,111,63,503,0
123,131,101,107,384,0
97,66,83,261,548,0
148,41,138,193,595,0
116,68,48,83,600,0
84,90,141,212,635,0
62,83,44,247,604,0
85,58,105,162,330,0
143,61,41,183,599,0
111,127,67,138,343,0
111,85,65,146,522,0
148,92,122,279,384,0
147,105,132,185,303,0
74,75,52,137,424,0
112,132,133,261,301,0
115,69,45,102,334,0
94,148,128,285,576,0
140,54,77,193,470,0
85,137,128,215,477,0
146,117,138,129,413,0
70,63,93,37,460,0
99,135,55,127,426,0
135,37,96,205,500,0
81,128,58,44,611,0
85,131,141,119,446,1
85,132,90,70,317,0
61,148,62,36,559,0
149,147,97,176,367,0
92,65,142,131,357,0
98,82,129,189,412,0
150,70,117,280,636,0
73,132,114,197,308,0
115,54,110,99,592,0
99,120,50,73,398,0
98,59,40,143,595,0
121,125,74,221,616,0
79,149,127,252,464,0
65,67,109,81,630,0
61,71,70,233,343,0
75,122,75,281,674,0
87,113,103,72,632,0
85,110,102,67,378,0
108,99,138,83,506,0
71,30,146,50,411,0
125,67,74,281,556,0
106,53,70,286,517,0
77,37,148,126,332,0
108,58,84,151,525,0
140,89,101,68,557,0
106,117,66,222,384,0
83,86,64,187,314,0
114,107,111,168,651,0
77,75,52,215,340,0
62,115,99,165,315,0
92,121,104,159,485,0
68,95,103,64,347,0
89,40,48,79,630,0
81,98,138,270,685,0
62,99,150,117,401,1
96,78,61,122,433,0
100,98,123,144,527,0
97,80,139,249,446,0
61,72,114,130,324,0
101,57,123,216,634,0
109,118,128,154,382,0
128,86,57,68,411,0
100,112,132,178,535,0
69,146,50,240,416,0
60,89,41,82,462,0
92,110,127,271,479,0
127,117,83,182,492,1
70,78,132,253,447,0
129,92,133,269,466,0
101,32,95,190,577,0
76,47,69,125,611,0
122,31,128,223,660,0
123,45,63,241,561,0
93,118,87,68,454,0
150,30,66,298,480,0
75,90,97,181,471,0
87,36,52,49,499,0
76,47,135,277,587,0
76,76,149,155,307,0
65,97,43,231,514,0
136,144,83,69,526,0
150,145,73,214,455,0
80,34,60,120,435,0
67,90,91,265,507,1
134,87,56,83,314,1
132,46,68,179,537,0
121,100,122,171,603,0
78,146,88,54,470,0
133,107,133,234,434,0
111,129,86,37,439,0
138,97,46,297,513,0
66,139,88,129,418,1
86,88,91,261,514,1
136,60,148,292,616,1
130,126,65,239,505,0
101,131,118,165,574,0
63,85,63,250,466,0
141,35,102,197,591,0
86,128,93,263,392,0
66,91,106,33,656,0
105,116,40,209,355,0
114,63,46,161,407,0
86,45,73,221,348,0
98,52,113,105,574,0
64,33,67,143,435,0
107,146,99,196,613,0
84,142,77,82,305,0
77,84,48,39,324,0
102,103,53,38,465,0
131,103,77,87,511,0
74,37,71,59,535,0
66,45,80,239,594,0
149,103,48,90,623,0
67,121,135,242,699,0
96,82,88,143,686,0
112,38,94,217,358,0
113,78,135,174,408,0
129,50,140,272,634,0
140,130,41,189,590,0
69,34,52,64,460,0
129,111,111,183,478,0
81,41,62,290,435,1
94,83,107,282,530,1
67,123,141,35,450,0
105,120,43,102,699,0
86,52,80,220,471,0
111,117,61,233,508,1
65,56,49,251,370,0
98,112,48,268,367,0
134,89,90,153,657,0
90,117,113,193,579,0
80,112,69,122,686,0
80,122,115,160,311,0
132,82,79,90,483,0
116,105,105,167,543,0
85,47,137,269,447,0
133,70,44,193,621,0
102,43,86,254,329,0
116,39,91,253,351,0
125,113,98,218,680,0
123,77,149,165,527,0
61,128,115,128,643,0
83,132,87,87,588,0
80,30,104,259,560,0
146,95,46,158,681,0
65,128,103,284,670,0
122,53,144,115,374,0
116,38,125,246,634,0
122,94,114,126,328,0
69,32,79,280,595,0
75,55,80,104,582,0
117,116,137,33,549,0
79,75,49,185,389,0
100,140,96,253,313,0
107,42,108,202,520,0
109,116,74,72,442,0
109,92,48,248,619,0
79,51,54,202,498,0
117,116,84,288,650,0
147,87,60,86,598,0
112,136,96,298,351,0
75,142,89,196,502,0
75,55,131,291,414,0
117,150,46,299,616,0
63,87,54,239,512,0
134,57,104,49,563,0
127,38,50,64,389,0
142,115,87,176,383,0
109,118,57,262,546,0
125,55,141,170,310,0
66,84,59,126,508,0
143,134,56,136,423,1
99,36,58,220,491,0
80,75,86,76,484,0
121,87,80,246,679,0
133,121,92,224,416,0
94,145,118,273,498,0
149,124,59,287,330,0
94,143,47,99,551,0
68,95,46,263,391,0
143,55,147,284,309,0
116,61,51,170,601,0
72,107,149,168,489,1
148,45,121,296,319,0
73,101,82,38,307,0
62,69,145,36,398,0
135,144,82,281,444,0
92,75,135,206,510,0
80,90,112,58,503,0
86,96,150,127,618,0
75,114,122,114,534,0
124,134,71,86,392,1
64,104,91,139,467,0
142,134,104,296,351,0
150,35,70,115,389,0
107,47,118,235,341,0
104,113,48,277,652,0
65,31,59,290,658,0
62,66,44,291,589,0
148,66,67,116,510,0
83,39,102,59,508,0
114,86,52,136,375,1
109,48,123,62,345,0
112,49,47,138,667,0
97,98,143,118,476,0
120,111,40,113,321,0
139,97,99,290,466,0
124,143,118,176,606,0
113,44,85,198,542,0
144,89,72,44,546,0
108,78,54,227,643,0
139,46,129,134,364,0
108,50,82,78,627,0
132,54,53,239,532,0
135,72,41,285,667,0
137,73,92,204,672,0
80,90,71,267,603,0
64,40,55,255,450,0
73,57,49,136,476,0
97,75,124,226,505,1
90,49,60,260,447,1
113,110,111,168,358,0
137,52,43,197,399,1
80,36,135,296,528,1
60,85,41,233,371,1
145,79,74,106,641,0
60,55,76,169,600,0
144,144,121,242,593,0
74,112,96,62,463,0
81,116,113,178,599,0
81,119,118,157,511,0
92,31,98,288,427,0
134,34,132,197,590,0
124,101,55,277,550,1
132,76,97,142,596,0
136,40,136,177,460,1
129,127,141,293,521,0
144,73,111,266,676,0
95,124,58,181,528,0
99,59,136,108,699,0
138,90,132,234,449,0
87,58,120,192,537,0
143,134,128,185,419,0
70,45,59,95,467,0
88,111,40,188,518,0
134,76,126,253,312,0
123,112,114,261,338,0
113,140,127,156,412,0
119,84,127,275,372,0
84,53,139,102,642,0
61,57,101,224,398,1
148,44,135,104,307,0
106,42,135,109,446,0
124,93,84,217,604,0
109,134,66,251,415,0
79,130,58,199,577,0
77,46,123,110,613,0
89,44,144,235,400,0
67,134,82,74,682,0
106,131,79,218,546,0
65,46,65,273,511,0
88,82,99,120,365,1
114,101,110,42,560,0
108,63,49,191,348,0
133,65,48,196,681,0
120,72,76,298,391,0
145,73,47,50,521,0
83,148,126,248,412,0
64,55,147,42,584,0
128,50,110,101,328,0
125,71,124,96,499,0
91,78,81,164,368,1
130,97,99,202,406,0
139,129,98,256,338,0
100,116,147,192,566,0
110,33,66,146,483,0
149,105,42,259,494,0
101,74,75,261,638,0
106,149,45,145,442,1
98,90,81,196,306,0
60,44,147,73,370,0
128,54,63,87,348,0
109,32,148,77,632,0
143,94,119,176,469,0
142,101,101,185,634,0
137,70,47,212,425,1
143,68,69,279,575,0
150,82,63,294,414,0
128,145,75,151,350,0
146,94,67,256,499,0
114,72,139,138,671,0
62,140,93,70,457,0
123,93,147,225,533,0
103,144,75,153,548,0
134,118,135,284,428,0
66,137,46,284,638,0
139,103,99,202,640,0
126,81,53,56,309,1
70,134,64,262,497,1
115,56,148,45,340,1
88,122,128,35,342,1
87,39,125,111,462,0
113,103,124,120,490,0
67,47,71,169,465,0
137,81,66,259,513,1
120,79,143,244,452,0
116,64,144,195,336,0
133,60,66,192,542,0
77,94,75,184,423,1
127,111,44,75,305,0
118,149,137,173,496,0
63,82,118,193,679,0
97,140,70,254,494,0
125,71,71,238,464,1
80,35,72,192,439,0
118,88,139,146,644,0
146,100,80,138,381,0
104,138,129,260,367,0
66,92,58,137,635,0
93,111,107,269,346,0
133,67,117,100,397,1
108,82,48,105,435,0
91,115,144,33,628,0
138,45,46,249,378,0
80,118,114,46,424,0
126,141,149,31,608,0
101,69,127,241,597,0
142,88,55,104,656,0
100,130,107,75,699,0
72,40,136,135,580,0
129,91,51,100,462,0
111,128,53,54,459,0
121,102,43,276,440,0
97,134,108,155,364,0
141,116,47,225,605,0
135,56,134,114,677,0
83,93,52,242,362,0
119,92,103,188,687,0
128,142,59,260,634,0
108,95,127,295,633,0
138,73,101,243,496,0
76,142,115,276,555,0
140,148,66,291,653,0
63,35,103,208,501,0
146,124,127,86,572,0
115,116,138,214,534,1
136,71,107,113,606,0
123,144,47,86,512,0
70,62,51,33,347,0
77,54,144,144,399,1
79,113,129,161,581,0
103,116,98,247,582,0
108,93,138,258,325,0
87,50,42,111,612,0
86,145,129,250,331,0
121,67,50,259,616,0
93,119,140,116,680,0
136,119,127,268,556,0
119,144,62,224,461,0
113,145,111,58,428,0
99,134,93,255,485,0
98,36,82,104,550,0
112,86,86,79,439,0
141,97,64,155,306,0
147,62,99,277,424,0
143,122,103,176,389,0
77,134,125,265,638,0
107,68,147,173,537,0
112,34,67,267,434,1
64,53,89,75,478,0
103,83,68,164,463,0
137,70,45,33,376,0
122,100,117,219,442,0
61,68,118,201,560,0
108,92,148,118,341,0
150,86,96,125,324,0
116,140,58,292,386,0
120,66,141,87,564,0
138,118,117,110,508,0
113,122,56,166,357,0
108,35,46,189,609,0
119,135,74,246,629,0
104,145,47,245,557,0
112,102,123,264,321,0
86,141,146,106,497,0
66,108,75,143,471,0
65,52,78,205,324,0
108,142,59,39,457,0
101,98,54,98,546,0
139,64,81,167,688,0
69,87,134,208,680,0
116,144,81,69,652,0
71,56,83,78,677,0
63,46,54,43,401,0
65,73,66,210,542,0
82,30,46,203,665,0
73,75,129,72,585,0
63,127,122,245,364,0
136,50,89,300,577,0
117,88,104,126,625,0
122,110,85,169,542,0
140,139,144,196,417,0
126,102,139,71,683,0
149,59,88,119,615,0
142,50,123,81,502,0
80,117,61,153,416,0
79,37,72,97,670,0
105,78,61,116,419,0
122,146,129,294,612,0
79,130,148,187,596,0
83,48,97,138,334,1
145,60,120,147,636,0
75,102,71,163,382,1
91,79,127,229,356,0
138,124,44,154,497,0
72,121,75,290,340,0
136,70,119,207,593,0
100,48,80,190,368,0
92,34,74,145,562,0
107,50,62,297,303,0
142,50,129,249,398,0
123,138,70,155,374,0
65,66,46,63,454,0
130,80,63,191,586,0
84,145,107,216,602,0
78,40,104,112,558,0
110,117,41,38,625,0
60,97,75,57,364,0
145,42,55,195,529,0
91,52,114,88,673,0
125,90,103,192,617,0
149,81,69,35,310,1
73,33,93,207,565,0
95,42,119,195,611,0
136,76,48,151,669,0
91,44,77,105,479,0
108,76,106,235,523,1
138,95,126,224,416,0
113,103,51,112,685,0
67,69,67,253,460,0
135,48,120,91,664,0
138,150,89,59,340,0
69,56,107,80,546,0
127,71,49,196,687,0
108,88,90,117,355,1
115,104,121,108,609,0
125,85,43,271,419,0
66,89,65,70,522,0
100,97,58,64,306,1
136,133,116,98,524,0
126,41,88,216,453,1
75,146,111,289,459,0
135,52,129,270,557,1
115,54,110,31,305,1
62,31,144,34,411,0
75,92,124,49,618,0
143,147,134,111,681,0
128,75,140,172,614,0
77,75,40,88,376,0
126,112,51,290,440,0
61,121,99,68,473,0
117,94,48,180,607,0
66,150,111,109,410,1
72,143,121,293,397,0
125,82,90,119,639,0
110,57,147,77,349,1
102,93,142,36,415,0
112,136,140,103,576,0
129,43,77,49,521,0
65,95,103,267,694,0
146,41,96,293,334,0
144,121,55,229,495,0
73,66,117,265,386,0
87,149,148,134,679,0
139,138,114,230,607,1
91,48,100,283,509,1
106,142,123,137,321,0
98,131,64,291,682,0
106,37,133,221,639,0
65,80,141,257,330,0
134,89,92,78,512,0
70,73,60,278,525,0
116,63,137,159,329,0
108,147,90,104,674,0
91,133,69,190,533,0
126,135,142,91,637,0
122,76,60,99,582,0
105,124,116,269,621,0
84,102,63,192,427,1
112,128,149,240,525,0
101,56,89,232,490,0
73,131,117,53,412,0
102,136,140,254,521,0
68,67,118,222,573,0
63,116,62,289,618,0
140,100,93,256,633,0
136,31,40,80,641,0
74,32,100,83,697,0
92,64,54,158,526,0
114,134,94,153,352,0
137,77,118,81,539,0
131,61,123,243,595,0
130,86,50,236,699,0
132,97,110,114,511,0
134,90,118,201,400,0
89,146,141,152,609,0
121,57,143,60,640,0
84,121,64,179,343,0
114,91,130,206,542,0
72,43,46,193,524,0
91,80,63,280,600,0
118,57,86,233,604,0
115,130,95,227,375,0
61,36,41,188,403,0
149,70,84,124,680,0
77,142,133,120,566,0
115,90,147,145,428,0
67,57,41,163,459,0
140,104,46,176,670,0
137,79,148,112,362,0
93,37,126,60,666,0
89,94,132,147,316,0
111,81,103,258,643,0
98,60,104,126,567,0
141,99,95,120,619,0
86,108,84,136,351,0
112,63,137,46,440,0
133,86,144,144,661,0
100,103,88,48,312,1
132,106,65,276,672,0
64,88,113,151,387,1
142,134,119,61,357,0
71,71,99,200,314,0
93,123,63,222,601,0
73,95,67,113,636,0
96,92,123,242,456,0
74,49,65,143,596,0
146,97,92,43,613,0
65,36,101,200,584,0
94,92,117,259,318,0
125,123,114,240,620,0
139,34,44,37,578,0
143,122,145,216,526,0
105,125,79,294,652,0
68,102,84,117,570,0
75,64,110,257,387,0
128,70,148,44,614,0
75,103,79,232,348,0
65,78,144,86,374,0
148,90,124,70,319,0
148,99,129,213,449,0
123,85,56,97,564,0
66,73,41,62,571,0
60,46,135,72,678,0
100,131,125,201,441,0
135,136,113,225,361,0
91,92,44,127,485,0
72,40,63,123,625,0
115,81,53,115,456,0
