like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
六盘水幼儿师范高等专科学校,漳州科技职业学院,86,31,41,48,49,56,64,33,31,辽宁,2016,286,311
四川大学锦江学院,钦州幼儿师范高等专科学校,117,40,57,89,53,89,33,66,34,天津,2016,347,445
泉州信息工程学院,桂林医学院,114,87,62,61,36,56,69,64,98,湖南,2025,494,416
广东财经大学,河南理工大学,130,105,80,62,89,58,62,38,59,安徽,2021,474,524
武汉生物工程学院,成都大学,62,121,82,79,68,32,76,75,51,青海,2018,467,444
四川机电职业技术学院,成都工业学院,101,47,109,37,50,52,50,91,68,四川,2023,466,396
长沙学院,湖北师范大学,132,123,69,59,59,40,50,46,82,黑龙江,2019,502,482
上海中侨职业技术大学,梧州医学高等专科学校,67,43,51,50,41,38,65,54,48,四川,2020,328,290
长江师范学院,遵义医科大学医学与科技学院,110,75,108,51,50,63,63,40,83,湖北,2019,479,457
宁波大学,哈尔滨医科大学,102,146,127,31,97,31,52,38,53,江西,2022,518,534
中国政法大学,重庆大学,141,128,116,85,89,53,52,64,84,广西,2019,585,612
兰州博文科技学院,重庆移通学院,99,56,126,70,44,32,69,38,30,辽宁,2018,418,427
南方医科大学,华南师范大学,127,142,102,91,40,41,92,41,50,西藏,2023,554,543
重庆人文科技学院,四川轻化工大学,66,135,54,59,67,62,37,98,100,湖北,2025,490,443
泉州信息工程学院,重庆中医药学院,78,82,95,50,37,74,78,88,88,青海,2019,509,416
天津海运职业学院,贵州大学,126,68,60,36,50,61,96,97,86,浙江,2024,533,401
湖北师范大学,遵义医科大学医学与科技学院,84,101,98,88,50,81,36,91,69,青海,2022,479,502
四川民族学院,吉利学院,100,97,64,44,68,99,60,33,61,重庆,2025,415,472
广东财经大学,福州大学,120,135,70,65,44,90,77,53,100,贵州,2023,555,524
成都航空职业技术学院,四川外国语大学成都学院,95,61,46,99,57,44,56,46,59,黑龙江,2018,363,402
西安医学高等专科学校,武汉电力职业技术学院,71,44,53,66,61,55,63,87,72,新疆,2020,390,350
四川民族学院,沈阳城市学院,64,73,146,68,39,82,49,34,42,浙江,2025,408,472
四川外国语大学,韶关学院,77,31,108,58,100,89,100,93,51,宁夏,2025,460,463
温州医科大学,首都师范大学,119,81,141,50,99,82,87,87,55,宁夏,2020,570,572
成都理工大学,贵州中医药大学时珍学院,139,77,57,96,93,65,56,100,33,福建,2019,462,527
齐齐哈尔大学,四川大学锦江学院,84,57,84,71,83,89,54,92,74,吉林,2022,445,468
西南石油大学,辽宁大学,108,114,126,35,68,79,42,86,91,陕西,2018,567,530
贵州中医药大学时珍学院,汕头大学,75,113,68,49,74,83,85,86,89,辽宁,2018,516,462
广州新华学院,成都理工大学工程技术学院,139,41,94,71,33,34,67,53,53,贵州,2017,447,412
辽宁大学,中国人民解放军陆军军医大学,136,109,44,97,99,82,92,94,100,辽宁,2023,575,567
南昌大学,深圳技术大学,119,110,100,98,49,52,81,42,97,湖北,2020,549,528
绵阳城市学院,宝鸡职业技术学院,114,56,64,67,76,60,76,34,38,陕西,2023,382,437
齐齐哈尔大学,四川师范大学,66,93,138,34,46,91,43,46,98,重庆,2020,484,468
西南大学,南昌医学院,82,77,142,91,62,86,74,72,72,重庆,2025,519,540
郑州商学院,南昌医学院,82,43,139,62,63,46,92,78,85,陕西,2023,519,435
天津海运职业学院,大理护理职业学院,88,73,63,60,67,50,39,57,38,陕西,2018,358,401
西南财经大学天府学院,河北外国语学院,93,34,116,60,44,81,96,36,48,新疆,2024,423,428
中国民用航空飞行学院,深圳大学,109,115,88,46,64,69,94,82,89,重庆,2022,577,491
山东财经大学,长沙师范学院,140,71,112,30,58,74,42,35,69,吉林,2024,469,485
湖北第二师范学院,安阳师范学院,90,122,104,75,37,58,48,43,74,天津,2020,481,486
华南农业大学,湘潭大学,126,127,71,66,79,57,95,50,56,山东,2016,525,526
重庆大学,中国人民解放军陆军军医大学,149,145,72,59,87,76,50,68,91,湖南,2016,575,588
,湖南大学,101,144,143,95,65,95,34,93,77,福建,2019,592,643
湖南工程学院应用技术学院,成都师范学院,101,35,109,54,62,85,74,100,59,甘肃,2024,478,446
深圳大学,重庆大学,149,133,76,96,62,61,94,42,92,黑龙江,2016,586,577
长沙卫生职业学院,百色学院,65,58,70,42,65,89,99,98,66,辽宁,2021,456,389
遵义医科大学医学与科技学院,四川外国语大学成都学院,66,92,57,80,96,88,38,46,64,甘肃,2016,363,479
北部湾大学,南昌医学院,135,51,95,53,64,78,86,72,80,云南,2022,519,476
长江师范学院,湖南城建职业技术学院,71,78,115,64,52,77,33,34,45,甘肃,2025,376,457
海南医学院,哈尔滨医科大学,124,107,88,80,52,32,41,65,93,重庆,2019,518,483
贵州中医药大学,河北外国语学院,78,106,84,100,38,97,60,44,51,新疆,2021,423,503
南京航空航天大学,上海外国语大学,136,91,132,82,82,57,90,53,88,重庆,2025,590,580
湖南工程学院应用技术学院,重庆中医药学院,106,97,110,30,56,47,41,63,92,海南,2023,509,446
安阳师范学院,湖北汽车工业学院,86,106,69,32,91,97,82,75,71,山东,2019,489,481
成都理工大学,成都中医药大学,139,79,77,94,57,81,97,84,36,西藏,2022,512,527
重庆移通学院,广州城市理工学院,121,71,63,31,74,58,43,79,48,山东,2025,425,418
华中农业大学,中国政法大学,143,142,82,49,33,97,65,83,96,河南,2021,611,546
广州大学,宁波大学,87,148,81,30,93,96,89,34,95,青海,2020,534,535
重庆人文科技学院,天津海运职业学院,109,51,90,34,91,68,37,47,67,江西,2016,401,443
西安铁路职业技术学院,湖南铁路科技职业技术学院,83,36,95,47,88,34,93,35,50,四川,2022,392,383
贵州师范大学,重庆中医药学院,121,104,91,48,45,84,93,54,46,西藏,2019,509,493
重庆移通学院,泉州信息工程学院,66,37,126,52,59,78,31,80,76,黑龙江,2022,416,418
武汉船舶职业技术学院,渭南职业技术学院,86,90,54,70,36,35,38,33,76,安徽,2025,377,371
北部湾大学,湖北经济学院法商学院,119,50,104,87,52,64,47,46,87,贵州,2022,453,476
广东药科大学,湖北汽车工业学院,128,103,111,37,38,78,35,31,81,云南,2024,489,495
宁波大学,贵州医科大学,128,115,109,80,57,45,73,70,62,黑龙江,2020,557,534
,重庆大学,138,137,139,58,82,85,61,33,80,河南,2024,588,639
辽宁大学,西南财经大学,100,140,140,87,57,43,45,53,98,上海,2019,576,567
广州城市理工学院,湖北中医药大学,95,113,91,60,31,35,80,39,81,云南,2023,499,425
桂林医学院,湖北第二师范学院,86,147,76,46,99,40,42,67,68,江苏,2017,486,494
郑州西亚斯学院,三亚学院,110,54,61,87,54,84,84,38,62,云南,2019,409,450
云南林业职业技术学院,广州铁路职业技术学院,70,68,83,49,40,32,95,32,36,河南,2022,384,342
沈阳医学院,汕头大学,119,130,100,42,42,67,33,70,64,陕西,2022,516,500
贵州中医药大学时珍学院,天津海运职业学院,118,46,85,86,86,41,35,59,57,四川,2022,400,462
重庆邮电大学,四川工业科技学院,106,128,77,56,65,91,52,36,42,黑龙江,2023,441,523
重庆中医药学院,浙江工业大学,145,36,61,92,86,89,33,85,74,青海,2023,434,509
沈阳医学院,重庆中医药学院,148,64,122,44,54,68,35,58,82,西藏,2016,509,500
,南京师范大学,121,133,130,82,97,97,93,45,40,新疆,2019,562,660
河南理工大学,湖北第二师范学院,84,149,57,84,39,61,44,68,84,江西,2020,486,474
成都师范学院,南京师范大学,89,100,106,72,40,71,74,97,97,吉林,2025,563,478
厦门理工学院,华中农业大学,136,95,120,31,45,79,52,92,51,河南,2025,546,506
湖南医药学院,湖北第二师范学院,132,128,87,50,74,40,69,40,30,重庆,2018,486,511
华南理工大学,中国石油大学（北京）,143,120,129,64,84,75,62,65,46,湖北,2017,565,615
中国政法大学,成都大学,89,149,123,92,88,69,42,30,34,辽宁,2022,467,610
延安职业技术学院,湖北民族大学,101,47,94,38,67,51,91,84,100,四川,2016,517,398
成都医学院,贵州中医药大学时珍学院,71,102,121,86,81,97,56,50,62,西藏,2017,462,558
山东财经大学,重庆工程学院,83,45,114,86,79,78,82,41,54,吉林,2024,419,485
福州大学,广州医科大学,140,71,144,71,60,69,48,64,80,陕西,2021,547,555
南方医科大学,贵阳学院,115,76,131,74,56,92,50,63,30,湖南,2025,465,544
成都理工大学,华南师范大学,94,138,106,63,65,61,84,55,77,贵州,2018,554,527
广州城市理工学院,浙江海洋大学,89,94,64,62,63,53,66,91,84,甘肃,2022,488,425
广州铁路职业技术学院,六盘水幼儿师范高等专科学校,69,54,59,32,90,80,36,57,36,广东,2023,311,384
郑州西亚斯学院,齐齐哈尔大学,117,93,73,67,57,41,84,31,70,福建,2024,468,448
青岛黄海学院,成都理工大学工程技术学院,91,77,55,46,44,52,87,46,91,湖北,2019,447,365
上海电力大学,长沙师范学院,109,134,72,40,86,98,86,32,36,黑龙江,2024,469,539
山东大学（威海）,西北政法大学,126,126,61,84,99,100,91,53,88,青海,2020,545,596
漯河医学高等专科学校,湖南工程学院应用技术学院,89,61,84,31,30,91,84,69,59,云南,2017,446,386
长江师范学院,武汉生物工程学院,119,136,52,44,54,52,40,64,33,辽宁,2023,444,457
遵义医科大学医学与科技学院,苏州科技大学,134,52,112,79,39,63,81,51,78,陕西,2022,508,479
大理护理职业学院,广西师范大学,102,34,61,47,71,43,90,35,98,安徽,2022,420,358
成都理工大学工程技术学院,安顺职业技术学院,128,34,55,83,97,50,48,53,61,西藏,2023,379,447
青岛恒星科技学院,长江大学,82,64,118,90,31,55,38,91,80,吉林,2022,473,440
广东医科大学,安顺学院,79,144,72,85,74,77,68,53,36,青海,2023,452,531
四川民族学院,武汉轻工大学,101,139,76,76,37,43,65,52,64,湖南,2023,497,472
华南农业大学,广州大学,84,148,116,71,54,53,89,39,59,湖北,2025,535,526
中国传媒大学,,120,139,149,81,73,39,95,89,57,重庆,2017,649,601
广东外语外贸大学南国商学院,川北医学院,64,98,122,55,48,43,33,100,79,四川,2022,496,430
四川师范大学,上海政法学院,134,77,108,39,62,64,51,100,68,吉林,2021,538,484
咸阳职业技术学院,德宏职业学院,82,33,55,81,39,71,88,35,85,吉林,2023,378,361
青岛恒星科技学院,武汉生物工程学院,106,91,46,50,48,99,50,55,96,海南,2024,444,440
湖北汽车工业学院,广东外语外贸大学南国商学院,128,49,66,95,89,62,34,91,62,内蒙古,2022,430,489
湖南大学,东华大学,118,127,88,76,86,97,84,93,64,江西,2017,574,592
郑州师范学院,湖北第二师范学院,84,139,89,31,43,89,79,38,57,河北,2023,486,475
重庆机电职业技术大学,南京师范大学,134,96,77,39,35,32,71,92,92,河南,2016,562,413
中国海洋大学,对外经济贸易大学,150,67,150,67,51,96,71,89,94,内蒙古,2019,621,581
重庆邮电大学,成都医学院,116,131,76,96,72,32,92,58,86,福建,2024,559,523
贵州中医药大学,湖南医药学院,113,128,42,99,65,56,84,47,97,贵州,2023,511,503
辽宁大学,湖北汽车工业学院,60,134,143,49,100,83,83,30,39,山西,2021,489,569
三峡大学科技学院,兰州博文科技学院,94,81,58,31,45,78,57,70,67,贵州,2019,427,387
辽宁大学,暨南大学,125,70,131,98,63,80,83,53,98,海南,2017,560,567
江西科技学院,成都中医药大学,119,67,84,40,60,40,88,73,81,河北,2018,512,410
钦州幼儿师范高等专科学校,四川文化艺术学院,60,55,68,32,72,60,68,98,89,贵州,2017,438,347
广东药科大学,四川师范大学,88,128,51,49,97,82,33,96,88,青海,2021,484,495
辽宁大学,广东财经大学,120,114,110,56,68,99,36,52,92,山东,2019,524,567
华南理工大学,四川大学,149,143,87,57,99,82,58,77,85,青海,2019,599,617
新疆石河子职业技术学院,青岛恒星科技学院,62,68,48,37,48,49,100,88,74,河南,2019,440,312
重庆大学,,141,130,136,38,55,88,82,81,99,广西,2021,669,588
郑州西亚斯学院,哈尔滨医科大学,123,81,64,41,96,43,74,92,84,湖南,2023,518,448
德宏职业学院,重庆工程学院,106,54,50,55,83,30,69,54,86,广西,2023,419,378
重庆工程学院,阿坝师范学院,140,33,102,39,36,69,39,95,62,安徽,2024,471,419
广东药科大学,苏州科技大学,146,92,61,57,94,45,86,92,31,山东,2016,508,495
韶关学院,延安职业技术学院,110,107,62,40,57,84,39,47,33,天津,2025,398,460
桂林医学院,四川大学锦江学院,77,64,94,85,87,87,63,48,99,海南,2024,445,494
河南护理职业学院,湖北经济学院法商学院,112,52,64,35,66,56,89,48,88,云南,2019,453,385
克拉玛依职业技术学院,吐鲁番职业技术学院,66,53,47,55,37,48,37,41,99,贵州,2024,343,306
遵义医科大学医学与科技学院,重庆医科大学,69,71,140,67,32,100,64,92,77,山西,2019,513,479
贵阳学院,四川轻化工大学,148,120,47,47,36,67,64,57,54,山西,2020,490,465
安阳师范学院,湖北大学,135,49,133,51,62,51,72,91,40,江苏,2020,520,481
河南理工大学,长江大学,149,90,76,43,68,48,74,31,53,重庆,2019,473,474
三峡大学科技学院,山东财经大学,75,63,97,57,39,56,77,99,74,河南,2017,485,387
湖南三一工业职业技术学院,梧州医学高等专科学校,60,50,55,38,96,32,45,51,67,内蒙古,2022,328,331
川北医学院,重庆医科大学,138,98,90,89,36,45,82,32,73,湖北,2016,513,496
湖南大学,广州医科大学,123,136,100,67,86,80,53,100,35,北京,2020,547,592
西昌学院,四川外国语大学,108,107,82,55,32,74,32,48,86,新疆,2017,463,458
遵义医科大学,成都工业学院,108,120,76,58,67,86,49,82,31,四川,2022,466,515
沈阳医学院,遵义医科大学医学与科技学院,118,145,75,47,52,63,33,44,64,上海,2019,479,500
贵州大学,河南理工大学,147,79,70,64,74,99,63,39,76,浙江,2025,474,533
湖北经济学院法商学院,广东医科大学,132,88,77,40,35,81,85,100,49,天津,2016,531,453
深圳大学,河海大学,82,125,149,92,33,96,85,71,59,浙江,2021,571,577
西南交通大学希望学院,湖南铁路科技职业技术学院,68,108,50,81,97,45,77,59,30,海南,2019,392,449
遵义医科大学医学与科技学院,西南交通大学希望学院,64,137,53,77,89,59,69,94,32,河北,2024,449,479
南昌医学院,上海政法学院,135,64,131,85,44,60,89,76,43,安徽,2024,538,519
贵州大学,华南理工大学,142,84,137,58,70,42,91,68,95,山东,2025,617,533
西南交通大学希望学院,贵州民族大学,61,51,136,60,94,47,72,69,88,山西,2023,477,449
西南交通大学希望学院,景德镇艺术职业大学,86,112,52,68,88,43,37,42,97,湖北,2025,426,449
成都航空职业技术学院,重庆中医药学院,103,139,46,37,47,33,70,53,98,上海,2021,509,405
辽宁大学,湖北第二师范学院,119,145,118,54,64,66,34,34,36,安徽,2025,486,566
四川工业科技学院,湖南师范大学,77,110,102,43,42,67,93,75,85,安徽,2021,542,441
成都中医药大学,山东师范大学,96,136,44,40,98,98,31,95,99,宁夏,2016,501,512
郑州西亚斯学院,中国石油大学（华东）,101,117,61,93,42,36,84,97,88,宁夏,2023,548,450
中国石油大学（北京）,浙江理工大学,129,95,127,96,62,56,34,63,73,宁夏,2019,521,565
重庆电力高等专科学校,海南科技职业大学,75,34,76,45,64,87,49,38,60,辽宁,2020,332,381
遵义医科大学,华中农业大学,116,69,127,100,35,68,89,52,93,河北,2018,546,515
广西师范大学,三亚学院,71,74,110,52,76,37,40,65,49,江苏,2021,409,420
中国政法大学,中国药科大学,147,131,142,44,98,48,33,73,52,青海,2023,578,610
郑州商学院,四川大学锦江学院,100,46,129,74,34,52,97,33,40,青海,2017,445,435
河南理工大学,四川旅游学院,103,100,54,81,84,52,75,75,52,山东,2022,459,474
湖南师范大学,浙江理工大学,142,55,136,42,68,98,72,47,69,河北,2016,521,541
首都师范大学,成都理工大学工程技术学院,131,92,92,77,83,95,53,41,38,黑龙江,2016,447,570
中国石油大学（北京）,长沙学院,72,135,79,88,96,95,79,35,82,浙江,2017,482,565
北部湾大学,绵阳城市学院,93,115,77,71,74,46,46,56,50,江苏,2018,437,476
湖北工业大学,长沙理工大学,75,124,62,100,46,98,69,98,86,江苏,2017,514,505
湖北科技学院,山东财经大学,136,122,55,43,50,86,76,36,60,宁夏,2025,485,492
广东医科大学,安阳师范学院,79,112,83,80,83,95,48,63,96,吉林,2024,481,532
南方医科大学,中国石油大学（华东）,120,125,132,81,53,33,88,36,47,福建,2020,548,544
暨南大学,广州航海学院,119,103,101,90,60,88,43,67,37,陕西,2020,470,561
长沙理工大学,湖北经济学院法商学院,122,34,145,56,80,77,63,37,52,海南,2025,453,514
广州航海学院,广州大学,118,122,61,36,42,91,63,97,74,广东,2020,535,470
绵阳城市学院,四川旅游学院,134,39,68,66,91,39,56,99,63,贵州,2021,459,437
重庆五一职业技术学院,重庆人文科技学院,94,95,43,35,45,33,55,59,97,浙江,2016,443,345
广州航海学院,湖北大学,84,103,136,31,42,74,35,88,74,贵州,2017,520,470
湖北生物科技职业学院,西安职业技术学院,69,31,55,98,63,59,56,71,75,四川,2023,357,375
湖北民族大学,湖南师范大学,99,131,80,95,57,55,87,66,79,海南,2019,542,517
青岛港湾职业技术学院,川北幼儿师范高等专科学校,66,85,60,31,61,51,93,31,60,青海,2020,395,354
兰州大学,长沙学院,122,115,123,73,86,54,32,50,40,吉林,2019,482,573
重庆移通学院,重庆人文科技学院,93,107,63,45,57,53,67,53,60,浙江,2022,443,418
西藏职业技术学院,海口经济学院,114,37,53,38,51,31,70,92,45,新疆,2018,411,324
延安职业技术学院,青岛恒星科技学院,84,39,113,51,79,32,40,74,90,安徽,2017,440,398
贵州中医药大学时珍学院,四川轻化工大学,96,40,125,78,80,43,65,84,80,江西,2021,490,462
四川大学锦江学院,成都航空职业技术学院,147,32,99,89,38,40,52,40,35,湖南,2018,405,445
辽宁大学,辽宁大学,140,103,113,68,51,94,52,79,82,陕西,2024,569,569
贵州大学,南京财经大学,140,44,146,55,73,75,38,58,84,湖南,2019,510,533
四川师范大学,成都航空职业技术学院,130,81,53,67,87,66,34,71,33,吉林,2016,402,484
广州大学,重庆第二师范学院,60,103,129,89,69,86,32,72,59,西藏,2016,455,536
重庆城市科技学院,湖北医药学院药护学院,80,77,68,63,68,58,88,77,97,天津,2021,487,414
湘潭医卫职业技术学院,湖南工程学院应用技术学院,70,112,62,57,37,42,95,41,66,吉林,2021,446,380
河南护理职业学院,阿坝师范学院,87,31,94,64,58,51,69,92,98,湖南,2020,471,385
重庆城市科技学院,郑州师范学院,110,35,131,38,50,50,45,92,62,甘肃,2019,475,414
南京财经大学,厦门理工学院,90,143,76,41,76,84,62,45,90,福建,2020,506,510
浙江海洋大学,齐齐哈尔大学,95,39,124,87,50,93,89,58,63,云南,2023,468,488
广东医科大学,沈阳医学院,90,97,113,80,63,88,98,57,45,陕西,2018,500,531
华中农业大学,暨南大学,109,137,148,69,51,32,76,35,55,北京,2016,560,546
温州医科大学,厦门理工学院,150,97,96,86,85,58,56,64,43,海南,2017,506,572
华南理工大学,山东大学,111,150,137,51,70,98,90,70,31,海南,2016,589,617
辽宁大学,上海政法学院,131,84,127,98,55,73,57,94,44,上海,2022,537,568
福州大学,兰州大学,101,136,104,96,71,47,80,57,95,河南,2019,573,555
辽宁大学,南昌医学院,123,106,118,61,74,85,35,95,42,湖北,2019,519,567
成都师范学院,广东药科大学,126,80,76,57,62,77,67,86,60,浙江,2018,495,478
广州大学,四川师范大学,136,137,64,34,98,67,58,43,46,宁夏,2020,484,536
四川音乐学院,湖北经济学院法商学院,120,83,74,68,41,68,57,56,63,四川,2023,453,454
成都航空职业技术学院,江西科技学院,111,55,45,59,70,63,59,71,69,辽宁,2020,410,403
湖北工业大学,华北水利水电大学,147,50,100,69,80,59,52,34,46,青海,2018,429,505
郑州师范学院,四川大学锦江学院,64,55,86,88,88,94,59,92,89,山东,2019,445,475
江南大学,中山大学,145,108,131,52,37,83,73,88,86,江苏,2024,631,556
南方医科大学,广东医科大学,137,87,60,90,91,79,95,97,55,陕西,2022,531,544
武汉生物工程学院,广东外语外贸大学南国商学院,72,133,67,31,69,72,31,60,67,西藏,2017,430,444
武汉生物工程学院,长沙理工大学,130,126,40,54,39,55,61,97,60,广东,2025,514,444
湖南大学,南京航空航天大学,106,134,132,81,91,48,62,46,100,贵州,2022,580,592
长江大学,云南经济管理学院,95,33,96,78,79,92,32,56,34,上海,2017,346,473
湖北汽车工业学院,成都航空职业技术学院,89,80,72,96,53,99,49,65,48,河北,2021,403,489
广东医科大学,中国传媒大学,140,87,119,63,75,48,75,85,96,重庆,2022,602,532
暨南大学,成都信息工程大学,113,148,41,100,63,96,84,82,36,宁夏,2019,504,561
湘潭大学,华东理工大学,147,130,81,62,47,58,86,95,44,宁夏,2019,583,525
郑州西亚斯学院,遵义医科大学医学与科技学院,109,38,79,78,52,94,87,70,96,江西,2022,479,450
广州新华学院,厦门理工学院,89,89,103,41,35,55,93,34,98,山西,2025,506,412
长江大学,华中农业大学,114,99,121,31,32,76,76,55,81,西藏,2023,546,473
重庆城市科技学院,郑州商学院,62,63,137,32,47,73,72,45,56,贵州,2022,435,414
襄阳职业技术学院,渭南职业技术学院,74,37,96,62,52,70,79,46,41,甘肃,2025,373,391
湖北第二师范学院,中国石油大学（华东）,124,66,100,80,75,41,100,77,81,浙江,2018,548,486
长江师范学院,北部湾大学,73,148,94,68,38,36,49,58,54,甘肃,2016,476,457
长江师范学院,中国民用航空飞行学院,71,106,89,31,85,75,69,62,94,甘肃,2019,491,457
成都工业学院,华南农业大学,123,105,72,77,37,52,98,58,70,云南,2019,526,466
河海大学,南方医科大学,125,132,94,53,89,78,60,46,87,贵州,2017,544,571
重庆对外经贸学院,华南农业大学,118,133,57,32,51,31,67,56,95,四川,2019,526,422
上海财经大学,湖南大学,129,136,140,40,84,96,66,37,86,湖南,2025,594,625
湖南科技职业学院,延安职业技术学院,66,56,76,64,99,46,67,53,80,北京,2025,398,407
武汉纺织大学外经贸学院,贵州民族大学,79,90,61,79,63,67,88,75,84,天津,2017,477,439
广州航海学院,成都信息工程大学,130,136,44,70,38,52,66,44,84,天津,2016,504,470
四川师范大学,黔南民族师范学院,149,74,40,91,55,75,84,49,65,云南,2024,461,484
重庆医科大学,南京农业大学,96,137,140,36,72,32,31,68,81,陕西,2020,553,513
重庆医科大学,湖南大学,66,138,138,63,68,40,85,71,97,福建,2018,595,513
宁波大学,湖北中医药大学,117,72,98,76,74,97,90,32,90,上海,2021,499,534
青岛黄海学院,郑州师范学院,97,94,42,31,39,62,48,99,95,贵州,2024,475,365
湖南师范大学,西北政法大学,124,85,115,85,69,63,86,75,60,宁夏,2020,545,541
四川旅游学院,成都医学院,80,94,141,33,32,79,58,89,97,山西,2021,559,459
贵州师范大学,广东药科大学,123,98,74,96,53,49,53,94,53,福建,2024,495,493
成都信息工程大学,湖北工业大学,95,149,65,100,43,52,57,56,83,四川,2021,505,504
贵州师范大学,长沙学院,137,51,84,78,83,60,42,82,86,湖南,2025,482,493
四川工业科技学院,西昌学院,94,78,54,49,78,88,35,100,97,辽宁,2018,458,441
沈阳城市学院,珠海科技学院,90,88,58,62,36,74,90,48,62,河南,2020,436,408
成都工业学院,成都东软学院,90,140,76,42,48,70,48,44,53,云南,2021,451,466
贵州中医药大学,广州医科大学,99,143,98,37,71,55,80,42,85,天津,2021,547,503
湖南科技大学潇湘学院,渭南职业技术学院,71,133,40,35,92,60,50,34,45,广西,2022,373,431
成都航空职业技术学院,广州城市理工学院,106,62,69,45,62,60,70,36,82,陕西,2020,425,404
长沙理工大学,中国民用航空飞行学院,62,105,122,87,48,90,49,64,89,黑龙江,2018,491,514
珠海科技学院,四川外国语大学,79,94,67,59,88,49,52,89,82,广东,2016,463,436
浙江工业大学,湖南铁路科技职业技术学院,68,52,81,87,79,67,75,61,55,山西,2019,392,434
四川轻化工大学,广东药科大学,93,85,136,31,84,61,59,57,65,陕西,2016,495,490
茂名职业技术学院,延安职业技术学院,77,38,71,72,42,30,62,51,98,河南,2018,397,330
郑州西亚斯学院,河北外国语学院,66,70,135,86,56,37,35,50,67,青海,2019,423,450
重庆邮电大学,湖北科技学院,107,114,88,83,45,86,80,34,69,河北,2016,492,523
珠海科技学院,成都工业学院,98,79,82,43,91,43,72,67,68,湖北,2018,466,436
四川旅游学院,广东药科大学,103,37,113,67,59,80,76,70,96,浙江,2024,495,459
成都理工大学,西北政法大学,125,44,139,91,31,97,100,63,74,云南,2019,545,527
辽宁大学,重庆大学,82,125,127,64,78,93,91,67,95,青海,2025,587,569
华南理工大学,南京航空航天大学,113,142,127,80,60,94,90,66,42,广东,2019,580,616
郑州西亚斯学院,成都航空职业技术学院,76,143,58,76,64,31,43,39,45,江西,2020,404,448
四川大学,江南大学,142,40,148,99,95,74,85,80,61,湖北,2021,556,598
广西外国语学院,重庆工程学院,117,39,51,73,67,70,83,61,68,贵州,2024,419,417
苏州科技大学,郑州师范学院,104,115,120,32,42,95,67,30,39,黑龙江,2024,475,508
阿坝师范学院,哈尔滨医科大学,88,42,140,71,67,63,88,99,61,甘肃,2018,518,471
韶关学院,重庆城市科技学院,61,49,135,65,91,59,44,73,52,重庆,2023,414,460
山东大学,广东医科大学,85,117,147,89,76,75,55,72,55,湖北,2017,531,589
贵州大学,上海政法学院,135,144,117,55,41,41,48,44,50,浙江,2019,538,533
成都信息工程大学,浙江理工大学,114,36,146,76,42,90,48,100,77,河北,2019,521,504
山东财经大学,贵州师范大学,111,132,63,34,69,76,51,54,82,重庆,2019,493,485
上海电力大学,沈阳城市学院,96,92,92,73,86,100,45,49,34,北京,2023,408,539
广州南方学院,徐州工业职业技术学院,71,83,72,57,51,98,52,35,49,广西,2020,362,432
武汉轻工大学,湖北民族大学,132,52,140,58,36,79,54,69,70,内蒙古,2017,517,497
成都医学院,四川外国语大学,129,71,118,79,87,75,40,31,74,福建,2016,463,559
河南理工大学,北部湾大学,98,71,90,93,82,40,96,52,69,海南,2022,476,474
浙江理工大学,湘潭大学,131,116,44,47,93,90,62,86,86,陕西,2019,525,521
广州大学,辽宁大学,119,98,115,52,82,70,73,70,91,四川,2024,566,536
中国传媒大学,厦门理工学院,96,148,95,98,99,66,54,52,61,山东,2022,506,602
四川音乐学院,成都中医药大学,90,46,134,70,68,46,51,92,99,内蒙古,2021,512,454
浙江工业大学,成都航空职业技术学院,66,49,98,87,74,60,33,83,76,海南,2022,405,434
天津海运职业学院,山东财经大学,111,99,65,30,55,40,75,100,35,甘肃,2016,485,400
四川旅游学院,广西外国语学院,69,133,73,39,69,76,55,41,46,浙江,2017,417,459
黔南民族师范学院,厦门理工学院,106,77,113,53,52,60,89,89,32,北京,2018,506,461
铜川职业技术学院,青岛港湾职业技术学院,80,61,40,81,44,34,36,39,97,安徽,2021,353,340
重庆移通学院,长沙学院,121,37,107,40,35,78,94,89,34,浙江,2020,482,418
湖北师范大学,西昌学院,141,109,50,66,86,50,53,44,61,重庆,2016,458,502
山东师范大学,广东财经大学,74,111,109,33,93,87,84,49,97,云南,2022,524,507
渭南职业技术学院,襄阳职业技术学院,61,94,44,42,85,47,83,46,63,山西,2021,391,373
长江大学,四川文化艺术学院,73,107,118,88,57,30,70,36,34,海南,2021,438,473
西昌学院,西南交通大学希望学院,125,48,135,38,62,50,61,33,47,新疆,2017,449,458
厦门理工学院,湖南科技大学潇湘学院,127,51,96,95,65,72,87,33,37,广东,2025,431,506
重庆人文科技学院,珠海科技学院,71,120,77,58,51,66,62,51,55,江苏,2020,436,443
遵义医科大学医学与科技学院,广州城市理工学院,138,66,62,69,75,69,33,84,42,甘肃,2016,425,479
重庆大学,贵州大学,131,128,112,53,69,93,53,58,51,北京,2022,533,586
湖北经济学院法商学院,西南石油大学,74,68,118,61,78,54,100,92,78,山东,2017,530,453
重庆人文科技学院,成都东软学院,71,65,114,87,61,45,50,75,76,湖北,2018,451,443
广东药科大学,成都中医药大学,95,74,120,88,43,75,91,78,54,内蒙古,2021,512,495
湖北科技学院,广州大学,74,70,143,94,42,69,60,92,97,辽宁,2019,536,492
