like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
成都航空职业技术学院,曲阜师范大学,61,99,72,71,32,69,92,93,81,江苏,2019,498,404
齐齐哈尔大学,西南财经大学,105,143,76,44,48,52,61,92,99,云南,2025,576,468
广州民航职业技术学院,绵阳城市学院,128,42,62,88,35,38,53,84,68,河北,2021,437,393
桂林理工大学,黔南民族师范学院,63,116,95,53,89,64,47,89,51,四川,2021,461,480
海口经济学院,郑州师范学院,90,63,81,58,31,88,85,94,62,吉林,2020,475,411
湖南工程学院应用技术学院,成都航空职业技术学院,77,57,96,57,89,70,74,69,31,吉林,2018,404,446
成都航空职业技术学院,西南交通大学希望学院,71,33,134,42,68,55,95,59,57,吉林,2017,449,403
海南政法职业学院,西昌学院,87,85,45,53,36,66,64,95,82,天津,2025,458,372
咸阳职业技术学院,青岛黄海学院,108,47,69,31,65,41,36,54,51,青海,2019,365,361
广东外语外贸大学南国商学院,重庆工程学院,60,112,54,90,56,58,63,47,83,江西,2021,419,430
华东理工大学,辽宁大学,127,150,106,64,76,60,51,87,45,陕西,2025,566,583
四川轻化工大学,西昌学院,148,107,43,68,50,74,56,48,56,湖北,2019,458,490
广州新华学院,成都工业学院,90,113,81,45,49,34,58,72,52,云南,2024,466,412
浙江理工大学,中国民用航空飞行学院,145,110,54,55,96,61,41,94,47,西藏,2023,491,521
南方医科大学,南昌医学院,100,98,135,66,63,81,53,55,78,安徽,2020,519,543
湖北经济学院法商学院,阿坝师范学院,132,66,60,97,46,52,77,91,45,宁夏,2021,471,453
曲阜师范大学,珠海科技学院,90,78,67,88,99,76,41,97,63,四川,2023,436,498
深圳大学,四川警察学院,65,142,134,61,75,100,48,81,59,广东,2021,529,577
四川外国语大学,湖北中医药大学,133,54,135,69,36,36,45,56,76,安徽,2019,499,463
四川音乐学院,成都工业学院,93,55,106,87,68,45,54,83,75,辽宁,2025,466,454
川北医学院,南京师范大学,135,105,80,33,82,61,88,55,100,四川,2023,563,496
中国地质大学（武汉）,江南大学,98,119,112,76,98,48,100,59,68,西藏,2019,556,551
,,147,143,128,68,34,99,73,100,81,内蒙古,2024,672,619
山东师范大学,南京师范大学,129,120,45,42,81,84,89,88,92,江苏,2016,563,501
重庆人文科技学院,成都航空职业技术学院,64,111,73,53,82,60,51,32,74,浙江,2021,405,443
贵阳学院,浙江海洋大学,136,128,48,33,31,89,51,85,40,青海,2018,488,465
广东医科大学,沈阳医学院,114,132,48,97,68,72,74,50,82,重庆,2020,500,531
西南交通大学希望学院,湖北汽车工业学院,73,67,112,68,66,63,63,79,95,河南,2019,489,449
重庆邮电大学,湖南工程学院应用技术学院,112,71,108,79,77,76,42,43,70,北京,2019,446,523
三峡大学科技学院,吉利学院,120,52,44,77,53,41,77,52,70,天津,2020,415,387
浙江理工大学,深圳技术大学,108,130,74,81,95,33,82,61,94,江苏,2019,549,521
上海政法学院,中国石油大学（华东）,132,136,84,52,37,96,32,86,78,甘肃,2021,548,537
深圳技术大学,重庆医科大学,120,143,97,32,88,69,32,40,81,天津,2024,513,549
郑州商学院,山东畜牧兽医职业学院,93,68,72,99,44,59,53,83,37,海南,2022,406,435
绵阳城市学院,西南交通大学希望学院,127,65,57,90,51,47,65,42,93,黑龙江,2025,449,437
青岛恒星科技学院,中国民用航空飞行学院,138,50,135,55,32,30,44,38,86,内蒙古,2017,491,440
齐齐哈尔大学,南京农业大学,76,103,126,54,42,67,86,66,96,天津,2021,553,468
南昌大学,浙江理工大学,101,142,89,71,39,86,66,76,47,四川,2023,521,528
运城职业技术大学,钦州幼儿师范高等专科学校,83,68,93,67,39,74,33,30,40,四川,2019,347,424
浙江工业大学,长沙师范学院,146,62,62,33,76,54,67,66,66,安徽,2017,469,433
兰州博文科技学院,曲阜师范大学,109,101,82,43,51,41,75,92,39,江苏,2024,498,427
南京农业大学,辽宁大学,133,98,125,80,50,67,57,82,73,湖北,2021,568,553
长沙理工大学,四川警察学院,140,38,144,48,54,90,66,41,100,广东,2023,529,514
四川轻化工大学,广东药科大学,61,117,76,99,100,37,68,80,93,黑龙江,2023,495,490
广东财经大学,西南大学,88,127,150,47,56,56,34,79,62,黑龙江,2019,540,524
贵州民族大学,川北医学院,82,59,142,74,68,52,99,53,61,江西,2023,496,477
西南财经大学,浙江海洋大学,150,99,111,46,71,99,30,67,31,云南,2024,488,576
成都医学院,中国政法大学,144,149,94,100,30,41,94,75,57,江西,2023,613,558
深圳技术大学,重庆大学,113,149,81,83,65,58,96,47,99,河南,2024,585,549
南京师范大学,贵州中医药大学,65,142,90,77,98,91,71,83,52,江苏,2019,503,563
长江大学,中国民用航空飞行学院,132,102,67,35,65,72,47,50,93,黑龙江,2024,491,473
四川外国语大学,广西外国语学院,72,61,112,69,86,63,34,67,71,福建,2022,417,463
辽宁大学,中国民用航空飞行学院,129,136,49,70,98,85,52,45,80,辽宁,2024,491,567
贵阳学院,成都航空职业技术学院,112,60,46,73,88,86,75,80,32,山东,2020,405,465
重庆移通学院,韶关学院,82,81,124,30,41,60,41,59,73,安徽,2016,460,418
广东医科大学,广州大学,66,110,139,42,88,87,79,46,96,湖北,2022,536,532
成都医学院,四川大学,140,141,86,81,34,76,79,96,56,山东,2021,598,558
辽宁大学,温州医科大学,127,148,127,68,59,39,39,41,90,吉林,2019,572,568
上海政法学院,华南师范大学,148,111,54,73,59,92,99,79,63,重庆,2020,554,537
湘潭大学,华南理工大学,144,132,91,81,42,35,88,64,95,江西,2023,614,525
湖北第二师范学院,四川农业大学,93,127,85,55,44,82,95,69,53,四川,2022,522,486
成都师范学院,贵州医科大学,72,143,79,47,63,74,82,87,94,吉林,2019,557,478
长沙理工大学,广东财经大学,129,127,64,37,58,99,38,73,93,吉林,2020,524,514
贵州黔南经济学院,湖南科技大学潇湘学院,69,60,114,67,90,42,43,82,63,山东,2023,431,442
成都银杏酒店管理学院,四川文化艺术学院,69,56,106,100,49,41,36,91,80,山西,2022,438,421
广东财经大学,汕头大学,146,73,108,89,78,30,32,90,67,湖南,2021,516,524
广州南方学院,湖北大学,68,85,120,41,71,47,47,100,100,西藏,2019,520,432
四川警察学院,四川轻化工大学,60,82,146,98,96,47,34,80,88,安徽,2025,490,529
中国石油大学（华东）,南昌大学,127,114,95,81,82,49,63,33,96,浙江,2022,528,548
南昌医学院,上海电力大学,118,94,134,59,66,48,99,52,42,陕西,2022,539,519
四川民族学院,阿坝师范学院,80,77,115,70,93,37,72,77,50,广西,2018,471,472
长江师范学院,成都银杏酒店管理学院,73,130,59,72,30,93,61,42,56,新疆,2024,421,457
桂林理工大学,四川旅游学院,136,91,97,67,48,41,31,61,43,山西,2025,459,480
西北政法大学,成都中医药大学,128,143,84,85,38,67,56,43,58,重庆,2019,512,545
广州大学,上海海关学院,121,138,99,50,74,53,99,42,51,广东,2017,550,535
贵州中医药大学,成都信息工程大学,88,98,109,95,81,32,35,99,75,青海,2021,504,503
西北政法大学,深圳大学,108,133,73,98,88,45,96,90,77,青海,2022,577,545
湖北民族大学,江南大学,83,116,121,55,93,49,74,67,95,河北,2017,556,517
暨南大学,四川大学,130,133,106,89,31,71,56,95,78,湖南,2019,598,560
厦门理工学院,齐齐哈尔大学,119,119,64,85,47,72,61,60,45,山西,2019,468,506
重庆对外经贸学院,重庆对外经贸学院,66,143,54,32,61,66,33,55,71,四川,2019,422,422
湖北大学,重庆医科大学,107,101,98,94,68,52,35,81,91,上海,2020,513,520
西北政法大学,齐齐哈尔大学,77,143,74,61,96,94,76,34,64,云南,2023,468,545
重庆邮电大学,绵阳城市学院,75,36,122,100,90,100,74,67,63,辽宁,2023,437,523
西安医学高等专科学校,湖南铁路科技职业技术学院,93,66,58,40,57,36,52,52,71,湖南,2024,392,350
厦门理工学院,广东财经大学,108,126,57,71,77,67,68,67,98,上海,2016,524,506
徐州工业职业技术学院,天津海运职业学院,64,93,59,47,57,42,81,49,54,河南,2016,400,362
上海电力大学,四川文化艺术学院,99,58,131,91,82,78,55,54,41,湖北,2017,438,539
郑州西亚斯学院,贵州中医药大学,119,86,85,86,43,31,32,89,92,湖北,2019,503,450
贵州大学,成都理工大学,129,111,105,61,35,92,53,42,87,吉林,2016,527,533
中国传媒大学,中国人民解放军陆军军医大学,131,127,96,53,98,96,78,55,88,上海,2017,575,601
浙江海洋大学,成都医学院,114,96,98,51,64,65,97,96,57,云南,2019,558,488
重庆第二师范学院,广州新华学院,96,72,82,59,64,82,77,40,45,广东,2016,412,455
北京交通大学,中国传媒大学,146,85,135,76,79,85,83,63,92,江西,2024,604,606
河南护理职业学院,四川大学锦江学院,92,59,64,56,68,46,94,85,51,新疆,2019,445,385
中国传媒大学,南京师范大学,134,138,148,51,49,83,34,34,75,广西,2018,563,603
沈阳医学院,兰州博文科技学院,123,57,83,56,98,83,69,62,33,湖南,2019,427,500
首都师范大学,贵阳学院,84,117,123,77,81,88,69,30,42,广西,2017,465,570
三峡大学科技学院,天津海运职业学院,67,98,44,84,51,43,51,55,86,黑龙江,2020,401,387
运城职业技术大学,郑州西亚斯学院,67,112,47,73,37,88,63,82,77,黑龙江,2023,448,424
广州科技贸易职业学院,长沙卫生职业学院,74,67,71,35,48,79,83,31,63,福建,2019,389,374
北京交通大学,中国政法大学,116,143,141,63,46,97,57,70,86,黑龙江,2016,613,606
山东师范大学,西南大学,130,51,109,34,93,90,99,80,71,四川,2020,540,507
,中国地质大学（武汉）,112,119,150,86,80,72,48,57,65,江西,2022,551,619
汕头大学,湖南大学,111,79,131,86,55,54,81,93,99,湖北,2018,594,516
山东师范大学,四川民族学院,99,148,69,73,61,51,30,94,32,天津,2020,472,501
华南农业大学,中国地质大学（武汉）,147,111,84,100,50,34,57,64,88,四川,2022,551,526
长江大学,襄阳职业技术学院,119,42,86,55,85,86,70,34,40,内蒙古,2021,391,473
郑州西亚斯学院,四川师范大学,131,60,106,31,85,37,87,70,30,四川,2024,484,450
贵州黔南经济学院,长江师范学院,133,66,90,37,45,71,52,40,76,云南,2018,457,442
广东医科大学,华中农业大学,143,76,97,72,94,49,100,34,96,黑龙江,2019,546,531
南方医科大学,四川机电职业技术学院,93,125,48,96,88,94,58,33,39,河南,2016,396,544
四川警察学院,贵州大学,103,142,95,61,73,55,84,41,68,吉林,2023,533,529
广州医科大学,湖北大学,132,141,81,35,69,89,69,66,31,山西,2019,520,547
湖北汽车工业学院,四川音乐学院,82,57,141,79,55,75,65,73,36,福建,2022,454,489
延安职业技术学院,重庆对外经贸学院,71,75,63,51,42,39,97,48,68,天津,2024,422,341
重庆邮电大学,广州南方学院,123,121,50,88,71,70,45,40,53,安徽,2024,432,523
上海电力大学,宁波大学,64,122,134,78,99,42,82,55,77,湖北,2019,534,539
西北政法大学,河海大学,136,125,83,76,31,94,41,88,98,江苏,2025,571,545
沈阳医学院,贵州大学,84,144,116,53,70,33,50,91,48,甘肃,2024,533,500
南京财经大学,广东财经大学,141,88,112,95,40,34,53,94,36,福建,2018,524,510
广州大学,浙江理工大学,115,108,144,33,95,40,31,65,58,上海,2017,521,535
遵义医科大学,安顺学院,80,100,105,45,98,87,55,77,35,黑龙江,2018,452,515
河海大学,长沙理工大学,122,109,117,96,31,96,43,45,78,贵州,2020,514,571
广州城市理工学院,北部湾大学,141,57,72,67,37,51,56,78,72,辽宁,2016,476,425
郑州西亚斯学院,天津海运职业学院,131,100,42,61,74,42,43,47,36,内蒙古,2018,399,450
河南护理职业学院,汉中职业技术学院,61,40,114,89,45,36,41,49,39,四川,2016,344,385
南京师范大学,中国人民解放军陆军军医大学,102,131,138,78,58,55,55,61,88,陕西,2020,575,562
西南大学,四川轻化工大学,78,109,111,88,79,75,71,77,44,甘肃,2021,490,540
重庆中医药学院,苏州科技大学,103,90,116,62,75,63,62,75,62,陕西,2025,508,509
西南交通大学希望学院,韶关学院,67,91,133,63,35,60,68,51,50,吉林,2022,460,449
湖北大学,厦门理工学院,76,117,102,60,78,87,50,86,75,宁夏,2024,506,520
四川旅游学院,哈尔滨医科大学,88,131,71,51,30,88,55,93,80,河北,2019,518,459
渭南职业技术学院,湖南工程学院应用技术学院,79,52,96,42,33,75,80,94,45,宁夏,2020,446,377
湖北大学,阿坝师范学院,87,62,149,84,77,61,48,59,66,内蒙古,2019,471,520
厦门大学,湖南大学,133,128,120,90,56,97,100,56,56,广西,2018,593,624
贵州中医药大学,广东财经大学,149,96,60,70,69,59,35,100,84,贵州,2019,524,503
,华东理工大学,144,116,147,69,89,54,58,60,57,四川,2021,582,619
成都中医药大学,辽宁大学,127,114,115,80,42,34,32,94,85,河北,2020,567,512
苏州科技大学,武汉轻工大学,132,100,90,41,69,76,88,50,37,陕西,2024,497,508
成都工业学院,广州南方学院,111,83,84,79,46,63,31,81,42,广西,2023,432,466
中国民用航空飞行学院,南昌大学,114,81,88,46,72,90,69,80,96,黑龙江,2018,528,491
贵州大学,遵义医科大学,122,113,59,78,81,80,89,87,45,湖南,2025,515,533
四川警察学院,华南师范大学,126,102,71,93,37,100,85,87,83,浙江,2024,554,529
河北外国语学院,贵州医科大学,137,53,132,35,36,30,92,86,57,西藏,2018,557,423
湖南铁路科技职业技术学院,日照职业技术学院,62,97,71,80,41,41,43,58,57,宁夏,2016,388,392
广州大学,暨南大学,142,106,73,80,46,89,100,70,70,湖北,2016,561,536
吐鲁番职业技术学院,河北外国语学院,100,42,54,40,59,48,45,82,100,江苏,2020,423,343
江西科技学院,甘肃交通职业技术学院,135,34,53,32,98,58,34,44,48,青海,2021,348,410
浙江工业大学,武汉纺织大学外经贸学院,78,53,117,85,36,65,83,65,43,天津,2016,439,434
厦门理工学院,重庆医科大学,148,106,94,56,39,63,40,91,34,天津,2025,513,506
咸阳职业技术学院,曲阜师范大学,102,86,64,44,33,32,91,80,75,新疆,2023,498,361
深圳技术大学,江南大学,122,98,122,67,97,43,51,86,77,广西,2023,556,549
厦门理工学院,南京中医药大学,150,73,76,62,80,65,53,100,100,甘肃,2025,552,506
郑州商学院,青岛港湾职业技术学院,126,44,51,99,79,36,38,64,32,海南,2019,355,435
,北京交通大学,148,95,150,62,99,93,81,79,54,新疆,2024,607,647
四川轻化工大学,四川工业科技学院,77,104,64,76,86,83,37,96,63,辽宁,2025,441,490
华南理工大学,南京航空航天大学,148,148,83,56,93,86,66,36,99,湖北,2019,580,614
曲阜师范大学,贵州中医药大学,145,98,45,47,66,97,93,73,49,吉林,2022,503,498
贵州中医药大学时珍学院,四川轻化工大学,130,120,69,62,32,49,53,52,66,山西,2021,490,462
湘潭大学,首都师范大学,68,150,145,55,75,32,83,73,51,北京,2020,570,525
广西师范大学,江西科技学院,64,112,74,86,45,39,39,77,44,山东,2019,410,420
湖南城建职业技术学院,四川外国语大学,110,35,77,38,84,32,95,91,55,四川,2021,463,376
南京农业大学,长沙理工大学,106,140,85,98,74,50,60,80,43,重庆,2021,514,553
山东师范大学,南京师范大学,71,144,102,77,74,33,91,67,87,宁夏,2022,562,501
四川轻化工大学,桂林理工大学,147,37,82,92,39,93,75,80,59,广西,2019,480,490
苏州科技大学,成都中医药大学,143,143,55,31,69,67,74,37,60,甘肃,2025,512,508
四川农业大学,武汉轻工大学,139,126,58,98,51,50,84,53,37,陕西,2022,497,522
桂林理工大学,武汉纺织大学外经贸学院,148,46,73,70,91,52,44,98,30,重庆,2016,439,480
长江大学,重庆人文科技学院,125,48,75,76,54,95,50,63,82,新疆,2019,443,473
绵阳城市学院,景德镇艺术职业大学,70,107,85,61,83,31,73,39,52,吉林,2019,426,437
湖南师范大学,华南农业大学,104,94,125,59,79,80,72,91,40,北京,2025,526,541
阿坝师范学院,成都师范学院,92,115,42,91,51,80,76,54,99,广西,2016,478,471
广州大学,湖北汽车工业学院,99,118,117,70,51,81,42,35,78,四川,2017,489,536
华北水利水电大学,华北水利水电大学,79,83,58,68,96,45,70,61,78,吉林,2019,429,429
广州铁路职业技术学院,重庆对外经贸学院,91,81,55,90,37,30,64,95,36,广东,2019,422,384
德宏职业学院,广州民航职业技术学院,64,110,44,33,57,70,34,44,97,重庆,2024,393,378
南京师范大学,重庆大学,118,102,148,51,50,93,84,51,84,陕西,2021,587,562
辽宁何氏医学院,江西科技学院,72,40,64,59,54,40,65,87,82,广西,2024,410,329
成都师范学院,浙江理工大学,87,136,71,83,36,65,77,78,72,海南,2020,521,478
江西科技学院,日照职业技术学院,93,105,42,62,46,62,37,50,61,吉林,2018,388,410
天津海运职业学院,遵义医科大学医学与科技学院,102,58,106,31,43,59,84,47,82,山西,2018,479,399
四川外国语大学,成都工业学院,126,48,63,65,99,62,47,88,94,湖南,2016,466,463
四川外国语大学,长沙学院,73,72,130,86,47,55,41,80,86,陕西,2020,482,463
广州医科大学,南京财经大学,99,120,96,77,92,63,53,90,52,吉林,2022,510,547
江南大学,深圳技术大学,114,137,145,84,43,33,43,80,30,湖北,2023,549,556
四川文化艺术学院,武汉轻工大学,116,132,47,42,56,45,37,81,84,上海,2017,497,438
辽宁大学,重庆医科大学,83,141,90,79,87,88,78,69,52,福建,2020,513,568
遵义医科大学,上海政法学院,135,36,145,30,92,77,98,30,93,海南,2024,537,515
重庆大学,,133,139,141,79,32,63,96,78,97,上海,2025,684,587
对外经济贸易大学,成都医学院,147,88,141,73,99,73,64,81,38,广西,2019,559,621
渭南职业技术学院,广西外国语学院,69,96,47,69,53,43,83,70,52,湖南,2019,417,377
四川工业科技学院,中国民用航空飞行学院,95,108,67,80,38,53,78,45,98,新疆,2023,491,441
南昌大学,成都中医药大学,139,60,103,95,48,83,35,93,82,广西,2025,512,528
武汉轻工大学,四川大学锦江学院,99,125,90,35,59,89,32,35,64,福建,2017,445,497
四川轻化工大学,汕头大学,134,118,74,50,61,53,95,30,65,浙江,2023,516,490
贵州中医药大学,湖南大学,141,103,135,34,41,49,65,60,89,江苏,2017,593,503
成都医学院,四川轻化工大学,113,100,116,94,90,45,41,89,31,重庆,2020,490,558
华东理工大学,四川大学,116,112,122,35,98,99,88,82,79,福建,2024,599,582
重庆交通职业学院,长沙卫生职业学院,73,73,48,51,39,32,99,35,61,内蒙古,2023,389,316
武汉纺织大学外经贸学院,青岛恒星科技学院,82,134,80,71,34,38,70,34,40,宁夏,2022,440,439
重庆医科大学,南京航空航天大学,104,139,79,87,35,69,89,96,73,广西,2023,580,513
郑州商学院,广州南方学院,96,115,61,63,62,38,61,33,66,江苏,2018,432,435
齐齐哈尔大学,深圳技术大学,127,122,64,47,41,67,88,77,71,上海,2025,549,468
广州新华学院,郑州西亚斯学院,115,37,79,57,73,51,67,53,97,山东,2016,448,412
湖南铁路科技职业技术学院,四川文化艺术学院,78,117,43,58,32,64,67,57,76,河南,2021,438,392
上海大学,广东财经大学,128,111,93,93,64,95,31,72,89,内蒙古,2025,524,584
日照职业技术学院,三亚学院,98,38,78,46,74,54,65,93,37,江苏,2017,409,388
江南大学,,138,107,145,40,66,60,82,48,85,安徽,2025,605,556
湖南工程学院应用技术学院,三亚学院,71,105,49,67,95,59,71,43,70,甘肃,2023,409,446
黔南民族师范学院,遵义医科大学医学与科技学院,79,65,106,94,34,83,100,44,85,陕西,2019,479,461
吉利学院,海南科技职业大学,83,35,63,98,55,81,53,54,45,上海,2019,333,415
重庆交通职业学院,新疆工业职业技术学院,81,31,44,58,57,45,35,39,97,湖北,2022,327,316
成都工业学院,中国民用航空飞行学院,101,103,52,93,72,45,85,90,60,安徽,2019,491,466
赣西科技职业学院,武汉船舶职业技术学院,62,49,76,42,35,73,87,66,30,内蒙古,2016,370,337
湖南工程学院应用技术学院,绵阳城市学院,97,73,57,86,91,42,58,97,55,河南,2016,437,446
韶关学院,长江师范学院,87,94,85,77,64,53,36,64,91,湖北,2023,457,460
成都航空职业技术学院,安顺职业技术学院,80,63,43,84,45,88,55,57,81,宁夏,2016,379,403
上海政法学院,深圳大学,149,124,140,38,46,41,57,44,63,广西,2019,577,538
云南机电职业技术学院,华北水利水电大学,85,58,86,56,37,44,96,34,70,辽宁,2024,429,366
华东理工大学,宁波大学,145,74,146,69,52,96,36,64,69,内蒙古,2016,534,582
泉州信息工程学院,齐齐哈尔大学,126,45,86,78,42,39,56,68,87,贵州,2024,468,416
山东大学,广州医科大学,125,113,130,84,93,44,62,72,45,青海,2019,547,589
中国传媒大学,,125,119,144,89,68,57,87,84,86,福建,2025,645,602
成都理工大学工程技术学院,长沙卫生职业学院,99,105,63,71,51,58,30,32,60,新疆,2021,389,447
河海大学,韶关学院,117,138,85,98,71,62,30,37,53,浙江,2025,460,571
中国药科大学,中国药科大学,103,106,150,87,52,80,73,77,69,江西,2019,578,578
厦门理工学院,南京中医药大学,64,75,129,56,100,82,90,95,99,重庆,2018,552,506
大连理工大学,西北政法大学,119,132,133,98,42,98,58,64,39,江苏,2023,545,622
重庆医科大学,成都工业学院,60,79,135,81,99,59,36,100,56,海南,2022,466,513
广州大学,首都师范大学,127,138,120,33,60,57,42,95,48,西藏,2020,570,535
东南大学,,140,131,150,68,85,55,99,94,88,甘肃,2021,702,629
西安工商学院,重庆旅游职业学院,64,72,47,68,70,30,54,55,68,青海,2020,360,351
华东理工大学,上海外国语大学,141,150,115,94,40,42,54,97,33,重庆,2025,590,582
广州民航职业技术学院,重庆五一职业技术学院,70,31,41,40,74,63,35,80,88,内蒙古,2018,345,319
珠海科技学院,吉利学院,80,31,148,61,80,36,40,67,49,吉林,2019,415,436
成都信息工程大学,重庆第二师范学院,149,62,58,51,86,98,85,30,71,天津,2022,455,504
成都师范学院,贵州中医药大学,149,85,70,75,31,68,75,92,32,海南,2017,503,478
沈阳医学院,湘潭大学,138,137,73,45,35,72,45,93,39,上海,2019,525,500
湖南师范大学,湖南师范大学,88,107,149,85,73,39,90,75,33,北京,2022,542,541
南京航空航天大学,遵义医科大学医学与科技学院,118,92,129,91,99,51,52,49,39,天津,2025,479,580
中国人民解放军陆军军医大学,湖南大学,92,145,130,64,87,57,86,51,88,湖南,2020,592,575
湖北师范大学,山东大学,139,116,133,35,37,42,73,80,48,贵州,2020,589,502
成都医学院,安阳师范学院,148,37,131,77,81,84,65,56,44,吉林,2018,481,558
四川轻化工大学,遵义医科大学医学与科技学院,93,87,127,70,36,77,100,40,32,河北,2024,479,490
海南科技职业大学,三亚城市职业学院,60,38,45,31,91,70,37,57,60,吉林,2019,297,335
成都师范学院,广州南方学院,121,50,55,86,67,99,90,63,53,湖北,2023,432,478
青岛港湾职业技术学院,襄阳职业技术学院,80,55,96,52,39,30,37,80,43,青海,2018,391,352
湖南师范大学,成都理工大学,84,116,137,65,78,61,73,79,38,甘肃,2022,527,541
中国传媒大学,上海海关学院,116,128,115,84,62,96,63,44,84,辽宁,2021,550,601
运城职业技术大学,珠海科技学院,110,41,94,41,79,59,48,79,64,广西,2022,436,424
四川工业科技学院,湖北汽车工业学院,65,106,110,56,40,64,96,63,49,陕西,2018,489,441
郑州西亚斯学院,百色学院,107,83,68,47,49,94,64,68,66,山东,2018,456,448
,重庆邮电大学,103,148,139,93,87,87,34,41,58,河北,2022,523,657
中国民用航空飞行学院,北京交通大学,148,137,70,54,37,45,93,76,84,青海,2016,608,491
广州航海学院,湖北师范大学,86,114,148,36,56,30,76,43,35,河北,2019,502,470
川北医学院,郑州师范学院,143,32,106,67,49,99,63,66,65,湖南,2016,475,496
广西外国语学院,北部湾大学,109,117,42,30,32,87,88,57,63,江西,2017,476,417
湘潭大学,四川大学锦江学院,134,33,113,91,81,73,78,39,48,广西,2021,445,525
中国人民解放军陆军军医大学,深圳大学,114,119,129,68,95,50,71,97,47,贵州,2024,577,575
成都理工大学,广东医科大学,133,92,142,88,35,37,55,48,61,宁夏,2021,531,527
贵州黔南经济学院,山东财经大学,117,38,132,32,34,89,71,84,43,青海,2019,485,442
郑州师范学院,山东师范大学,75,60,147,83,44,66,97,62,60,湖北,2022,501,475
四川师范大学,北部湾大学,115,67,73,76,64,89,30,96,95,黑龙江,2016,476,484
湖北第二师范学院,广东外语外贸大学南国商学院,93,79,104,66,96,48,93,31,30,江苏,2017,430,486
辽宁大学,中山大学,147,119,88,74,67,73,97,86,96,贵州,2024,633,568
南昌大学,华中农业大学,146,49,124,72,74,63,33,94,100,湖南,2017,546,528
浙江工业大学,成都工业学院,112,51,86,55,72,58,97,60,60,新疆,2017,466,434
汕头大学,南京师范大学,84,120,141,53,49,69,95,49,74,重庆,2019,563,516
四川旅游学院,贵州中医药大学时珍学院,100,88,73,66,41,91,87,52,62,新疆,2019,462,459
湖北大学,西北政法大学,85,115,90,92,71,67,88,81,86,重庆,2022,545,520
天津海运职业学院,江西科技学院,80,104,51,61,64,41,39,84,52,广东,2020,410,401
长沙商贸旅游职业技术学院,湖南铁路科技职业技术学院,82,51,94,32,56,34,65,35,65,北京,2017,392,349
四川轻化工大学,南方医科大学,122,120,60,68,32,88,86,61,94,山东,2019,543,490
西昌学院,贵阳学院,106,49,121,48,83,51,30,72,87,贵州,2019,465,458
运城职业技术大学,广州南方学院,90,35,125,95,33,46,37,59,86,青海,2020,432,424
四川大学,南京航空航天大学,95,118,149,92,95,51,66,79,72,河北,2022,579,600
贵州大学,湖南师范大学,132,71,147,38,46,99,84,67,40,新疆,2021,541,533
武汉生物工程学院,西南交通大学希望学院,113,103,62,83,32,51,69,34,68,河北,2021,449,444
贵州师范大学,贵州中医药大学,127,102,63,83,53,65,85,44,82,新疆,2017,503,493
西北政法大学,遵义医科大学医学与科技学院,123,127,43,94,87,71,47,56,83,湖南,2017,479,545
湖南科技职业学院,广州民航职业技术学院,94,75,42,71,79,46,62,60,61,山东,2018,394,407
百色学院,安顺职业技术学院,73,126,45,81,62,69,39,34,62,福建,2019,379,456
桂林医学院,西昌学院,118,94,40,59,83,100,73,67,66,四川,2021,458,494
湖北医药学院药护学院,贵阳学院,116,73,125,45,30,98,42,37,72,四川,2019,465,487
景德镇艺术职业大学,湖北经济学院法商学院,79,53,111,35,77,71,62,72,76,宁夏,2025,453,426
成都医学院,贵州大学,68,102,148,93,56,92,99,84,32,云南,2017,533,559
山东财经大学,天津海运职业学院,97,61,107,74,49,97,36,44,54,辽宁,2021,399,485
重庆机电职业技术大学,贵州黔南经济学院,64,106,62,87,40,54,98,77,35,江西,2024,442,413
湘潭大学,汕头大学,149,125,59,58,75,59,49,42,92,福建,2016,516,525
华南师范大学,辽宁大学,150,128,124,36,73,43,40,39,87,四川,2021,568,554
南昌大学,重庆中医药学院,88,129,126,58,63,64,35,84,47,浙江,2021,509,528
广东财经大学,贵州民族大学,75,131,106,92,31,89,64,68,33,湖北,2020,477,524
西南财经大学天府学院,成都大学,79,100,68,33,92,56,60,70,90,河北,2016,467,428
湖南科技大学潇湘学院,中国石油大学（华东）,61,146,55,89,39,41,95,97,94,江苏,2019,548,431
山东财经大学,安阳师范学院,140,92,53,68,42,90,48,80,68,贵州,2019,481,485
湖南大学,南京航空航天大学,139,149,54,98,89,63,65,86,86,福建,2019,579,592
成都理工大学工程技术学院,贵州民族大学,107,116,100,50,36,38,72,31,51,海南,2017,477,447
湖北民族大学,辽宁大学,80,139,112,52,91,43,81,66,91,海南,2024,569,517
湖北大学,长沙师范学院,87,91,96,72,79,95,72,44,79,河南,2023,469,520
兰州博文科技学院,山东师范大学,100,94,66,51,49,67,100,75,66,河北,2019,501,427
湖北民族大学,上海政法学院,138,138,76,45,62,58,65,81,39,四川,2017,537,517
湖北医药学院药护学院,湖北生物科技职业学院,80,97,96,61,89,64,41,30,31,广西,2018,375,487
哈尔滨医科大学,广州大学,146,131,60,69,39,73,88,34,77,湖南,2019,536,518
山东畜牧兽医职业学院,海南政法职业学院,75,56,60,86,34,95,47,90,44,天津,2020,372,406
河南理工大学,贵州大学,75,129,93,45,58,74,95,84,57,宁夏,2016,533,474
